,Date,Adj Close,Delta,Extremes
0,1972-06-01,0.171185,,
1,1972-06-02,0.16911,-1.212138914040362,Non-Extreme
2,1972-06-05,0.168591,-0.30690083377684313,Non-Extreme
3,1972-06-06,0.172222,2.1537329987959,Non-Extreme
4,1972-06-07,0.172222,0.0,Non-Extreme
5,1972-06-08,0.171185,-0.6021298091997436,Non-Extreme
6,1972-06-09,0.172222,0.6057773753541387,Non-Extreme
7,1972-06-12,0.172741,0.30135522755514366,Non-Extreme
8,1972-06-13,0.174298,0.9013494190724858,Non-Extreme
9,1972-06-14,0.174298,0.0,Non-Extreme
10,1972-06-15,0.172222,-1.1910635807639915,Non-Extreme
11,1972-06-16,0.175335,1.807550719420286,Non-Extreme
12,1972-06-19,0.17741,1.1834488265320793,Non-Extreme
13,1972-06-20,0.178447,0.5845217293275364,Non-Extreme
14,1972-06-21,0.176372,-1.1628102461795342,Non-Extreme
15,1972-06-22,0.176891,0.29426439570906476,Non-Extreme
16,1972-06-23,0.176372,-0.29340102096770987,Non-Extreme
17,1972-06-26,0.174298,-1.175923615993464,Non-Extreme
18,1972-06-27,0.174298,0.0,Non-Extreme
19,1972-06-28,0.172741,-0.8932976855729857,Non-Extreme
20,1972-06-29,0.175335,1.501670130426468,Non-Extreme
21,1972-06-30,0.175854,0.2960047908289956,Non-Extreme
22,1972-07-03,0.176372,0.29456253483002415,Non-Extreme
23,1972-07-05,0.179485,1.7650193908330145,Non-Extreme
24,1972-07-06,0.183116,2.023010279410533,Non-Extreme
25,1972-07-07,0.18571,1.4165883920574855,Non-Extreme
26,1972-07-10,0.186229,0.2794679877228041,Non-Extreme
27,1972-07-11,0.186229,0.0,Non-Extreme
28,1972-07-12,0.186747,0.2781521674927056,Non-Extreme
29,1972-07-13,0.18156,-2.7775546595126013,Non-Extreme
30,1972-07-14,0.18571,2.285745758977741,Non-Extreme
31,1972-07-17,0.184154,-0.8378654892035832,Non-Extreme
32,1972-07-18,0.182079,-1.126774330180187,Non-Extreme
33,1972-07-19,0.183116,0.5695330049044701,Non-Extreme
34,1972-07-20,0.180522,-1.4165883920575006,Non-Extreme
35,1972-07-21,0.18156,0.5749991690763514,Non-Extreme
36,1972-07-24,0.17741,-2.285745758977741,Non-Extreme
37,1972-07-25,0.180522,1.754128854066837,Non-Extreme
38,1972-07-26,0.179485,-0.5744452199731792,Non-Extreme
39,1972-07-27,0.178447,-0.5783213081873199,Non-Extreme
40,1972-07-28,0.180004,0.8725279774947199,Non-Extreme
41,1972-07-31,0.178447,-0.8649807782049305,Non-Extreme
42,1972-08-01,0.182079,2.035338223674254,Non-Extreme
43,1972-08-02,0.184673,1.4246563304939137,Non-Extreme
44,1972-08-03,0.182079,-1.4046449670498735,Non-Extreme
45,1972-08-04,0.183116,0.5695330049044701,Non-Extreme
46,1972-08-07,0.183635,0.28342689879638683,Non-Extreme
47,1972-08-08,0.183635,0.0,Non-Extreme
48,1972-08-09,0.184154,0.2826258610831375,Non-Extreme
49,1972-08-10,0.186229,1.1267743301801718,Non-Extreme
50,1972-08-11,0.18986,1.9497500389305613,Non-Extreme
51,1972-08-14,0.18986,0.0,Non-Extreme
52,1972-08-15,0.188822,-0.5467186347835306,Non-Extreme
53,1972-08-16,0.187785,-0.5491944794568336,Non-Extreme
54,1972-08-17,0.188304,0.27637990254812245,Non-Extreme
55,1972-08-18,0.184673,-1.9282649332993433,Non-Extreme
56,1972-08-21,0.184673,0.0,Non-Extreme
57,1972-08-22,0.183635,-0.5620745858896596,Non-Extreme
58,1972-08-23,0.182597,-0.5652517221662448,Non-Extreme
59,1972-08-24,0.18156,-0.5679173261335126,Non-Extreme
60,1972-08-25,0.179485,-1.1428728794888705,Non-Extreme
61,1972-08-28,0.178966,-0.28916065409366765,Non-Extreme
62,1972-08-29,0.180674,0.9543712213493152,Non-Extreme
63,1972-08-30,0.179633,-0.5761758747799983,Non-Extreme
64,1972-08-31,0.178071,-0.8695506950281854,Non-Extreme
65,1972-09-01,0.178591,0.29201835223028605,Non-Extreme
66,1972-09-05,0.179112,0.2917280266082802,Non-Extreme
67,1972-09-06,0.174426,-2.616240117915045,Non-Extreme
68,1972-09-07,0.169219,-2.9852200933347035,Non-Extreme
69,1972-09-08,0.171823,1.5388342916575533,Non-Extreme
70,1972-09-11,0.170781,-0.6064380205211265,Non-Extreme
71,1972-09-12,0.168178,-1.5241742348387668,Non-Extreme
72,1972-09-13,0.170261,1.2385686593965928,Non-Extreme
73,1972-09-14,0.168699,-0.9174150275165821,Non-Extreme
74,1972-09-15,0.171302,1.542984842826586,Non-Extreme
75,1972-09-18,0.171823,0.30414122427058277,Non-Extreme
