,Date,Adj Close,Delta,Extremes
0,1979-06-29,1614.290161,,
2,1979-07-03,1598.729736,-0.9639174775345668,Non-Extreme
3,1979-07-04,1587.358643,-0.711257990887834,Non-Extreme
4,1979-07-05,1579.877808,-0.47127566495381285,Non-Extreme
5,1979-07-06,1582.570923,0.17046349954173382,Non-Extreme
6,1979-07-09,1582.271729,-0.018905566610106554,Non-Extreme
7,1979-07-10,1576.187012,-0.38455575540400466,Non-Extreme
8,1979-07-11,1559.230225,-1.0758106031138948,Non-Extreme
9,1979-07-12,1529.805054,-1.8871601209500728,Non-Extreme
10,1979-07-13,1533.49585,0.24125923694327733,Non-Extreme
11,1979-07-16,1547.659546,0.923621410517679,Non-Extreme
12,1979-07-17,1556.936157,0.5993961025844377,Non-Extreme
13,1979-07-18,1546.861816,-0.6470619205999982,Non-Extreme
14,1979-07-19,1548.457642,0.1031653883684713,Non-Extreme
15,1979-07-20,1553.5448,0.3285306528262022,Non-Extreme
16,1979-07-23,1542.073975,-0.7383646097621309,Non-Extreme
17,1979-07-24,1543.171265,0.07115676794947078,Non-Extreme
18,1979-07-25,1552.84668,0.6269825792796989,Non-Extreme
19,1979-07-26,1566.013062,0.8478867984571332,Non-Extreme
20,1979-07-27,1573.992676,0.5095496451229525,Non-Extreme
21,1979-07-30,1564.117798,-0.627377633363275,Non-Extreme
22,1979-07-31,1554.143311,-0.6377068922017314,Non-Extreme
23,1979-08-01,1554.143311,0.0,Non-Extreme
24,1979-08-02,1556.936157,0.17970324745682698,Non-Extreme
25,1979-08-03,1553.843994,-0.19860563877957568,Non-Extreme
27,1979-08-07,1551.94873,-0.12197260518548539,Non-Extreme
28,1979-08-08,1561.22522,0.5977317304805531,Non-Extreme
29,1979-08-09,1562.521973,0.08305995723024852,Non-Extreme
30,1979-08-10,1571.000244,0.5426017135440423,Non-Extreme
31,1979-08-13,1578.082275,0.450797574796552,Non-Extreme
32,1979-08-14,1580.276611,0.13905079822279998,Non-Extreme
33,1979-08-15,1596.63501,1.035160483052923,Non-Extreme
34,1979-08-16,1602.819458,0.3873426275426577,Non-Extreme
35,1979-08-17,1615.088013,0.7654358660774448,Non-Extreme
36,1979-08-20,1636.533447,1.3278182877579177,Non-Extreme
37,1979-08-21,1653.091431,1.0117718052358287,Non-Extreme
38,1979-08-22,1660.971313,0.47667550942619047,Non-Extreme
39,1979-08-23,1657.779541,-0.19216298168539778,Non-Extreme
40,1979-08-24,1665.459717,0.4632809013535682,Non-Extreme
41,1979-08-27,1674.43689,0.5390207225288292,Non-Extreme
42,1979-08-28,1674.636475,0.011919529555997186,Non-Extreme
43,1979-08-29,1674.237549,-0.02382164762057234,Non-Extreme
44,1979-08-30,1675.434326,0.07148191131628424,Non-Extreme
45,1979-08-31,1690.994751,0.9287397756228074,Non-Extreme
47,1979-09-04,1685.109863,-0.3480133806754819,Non-Extreme
48,1979-09-05,1657.579956,-1.6337158546439454,Non-Extreme
49,1979-09-06,1690.097168,1.9617281134642273,Positive Extreme
50,1979-09-07,1720.918701,1.8236544965324766,Non-Extreme
51,1979-09-10,1716.529785,-0.25503331432506227,Non-Extreme
52,1979-09-11,1711.342896,-0.30217296812008637,Non-Extreme
53,1979-09-12,1722.714111,0.6644615188796092,Non-Extreme
54,1979-09-13,1714.634644,-0.468996390545037,Non-Extreme
55,1979-09-14,1727.501831,0.7504331634162442,Non-Extreme
56,1979-09-17,1724.509644,-0.1732089046914624,Non-Extreme
57,1979-09-18,1714.734375,-0.5668433942373464,Non-Extreme
58,1979-09-19,1717.527222,0.16287344796478684,Non-Extreme
59,1979-09-20,1732.588989,0.8769448779077427,Non-Extreme
60,1979-09-21,1736.478882,0.22451331647012035,Non-Extreme
61,1979-09-24,1731.192505,-0.3044308257818553,Non-Extreme
62,1979-09-25,1732.489136,0.07489814080496691,Non-Extreme
63,1979-09-26,1746.752808,0.8233051338452977,Non-Extreme
64,1979-09-27,1754.333618,0.4339944361492006,Non-Extreme
65,1979-09-28,1747.451294,-0.3923041734699247,Non-Extreme
66,1979-10-01,1749.046997,0.091316021538278,Non-Extreme
67,1979-10-02,1767.400513,1.0493437873013385,Non-Extreme
68,1979-10-03,1775.978394,0.4853388316290442,Non-Extreme
69,1979-10-04,1786.352173,0.5841162840182623,Non-Extreme
70,1979-10-05,1800.116943,0.7705518658665969,Non-Extreme
72,1979-10-09,1735.880737,-3.56844627510403,Negative Extreme
73,1979-10-10,1685.209473,-2.919052151449738,Negative Extreme
74,1979-10-11,1681.518921,-0.21899663271117858,Non-Extreme
75,1979-10-12,1670.646851,-0.6465624539945407,Non-Extreme
76,1979-10-15,1639.026978,-1.8926724688148873,Negative Extreme
77,1979-10-16,1613.192993,-1.5761781439085143,Non-Extreme
78,1979-10-17,1616.285034,0.19167210702111626,Non-Extreme
79,1979-10-18,1635.336548,1.178722415863191,Non-Extreme
80,1979-10-19,1593.443237,-2.561754707386387,Negative Extreme
81,1979-10-22,1533.396118,-3.768387703163603,Negative Extreme
82,1979-10-23,1522.124756,-0.7350587279887685,Non-Extreme
83,1979-10-24,1534.493286,0.8125831966956041,Non-Extreme
84,1979-10-25,1517.237183,-1.1245473119652307,Non-Extreme
85,1979-10-26,1523.920288,0.44047859325367383,Non-Extreme
86,1979-10-29,1538.682617,0.9687074262508872,Non-Extreme
87,1979-10-30,1552.248047,0.8816262593808263,Non-Extreme
88,1979-10-31,1575.289307,1.4843800283422077,Non-Extreme
89,1979-11-01,1599.328125,1.5259938535214086,Non-Extreme
90,1979-11-02,1606.809082,0.46775623357464496,Non-Extreme
91,1979-11-05,1596.5354,-0.6393841132147651,Non-Extreme
92,1979-11-06,1592.94458,-0.22491327157543103,Non-Extreme
93,1979-11-07,1574.491455,-1.1584285625304052,Non-Extreme
94,1979-11-08,1569.204712,-0.33577463905640026,Non-Extreme
95,1979-11-09,1583.967407,0.9407755971612275,Non-Extreme
96,1979-11-12,1608.704468,1.5617152784002841,Non-Extreme
97,1979-11-13,1610.998535,0.1426033833829099,Non-Extreme
98,1979-11-14,1619.776245,0.5448614514103248,Non-Extreme
