,Date,Dividends,Adj Close,Total Return Delta
0,1962-03-06,0.001767,0.06964,
1,1962-06-05,0.001767,0.051757,-23.14187248707639
2,1962-09-05,0.001767,0.049933,-0.11013003072048516
3,1962-12-04,0.001988,0.063608,31.368033164440355
4,1963-03-05,0.001988,0.064454,4.455414413281353
5,1963-09-03,0.001988,0.084112,33.583641046327635
6,1963-12-03,0.003092,0.084273,3.867462431044312
7,1964-03-10,0.002209,0.094779,15.087869187046865
8,1964-06-09,0.002385,0.084862,-7.9469080703531345
9,1964-09-08,0.002385,0.102884,24.047276755202557
10,1964-12-01,0.006626,0.116604,19.77566968624859
11,1965-03-09,0.003313,0.130464,14.727625124352517
12,1965-06-08,0.003313,0.129844,2.06417095903851
13,1965-09-07,0.003313,0.165895,30.31637965558672
14,1965-11-30,0.006626,0.170876,6.9965942312908815
15,1966-03-08,0.003976,0.178535,6.809031110278803
16,1966-06-07,0.003976,0.187494,7.245077995911167
17,1966-09-06,0.003976,0.172409,-5.924989599667179
18,1966-11-30,0.007289,0.202473,21.665342296515824
19,1967-03-07,0.004638,0.205945,4.005472334582886
20,1967-06-06,0.004638,0.203653,1.1391390905338876
21,1967-09-05,0.004638,0.229781,15.10706937781423
22,1967-12-07,0.007952,0.233933,5.267624390180217
23,1968-03-04,0.005301,0.199684,-12.374483292224697
24,1968-06-04,0.005301,0.233578,19.628513050619983
25,1968-08-30,0.005301,0.234633,2.7211466833349034
26,1968-12-02,0.008614,0.235662,4.109822573977238
27,1969-03-03,0.005964,0.222173,-3.1931325372779673
28,1969-06-03,0.005964,0.244852,12.892205623545602
29,1969-09-02,0.005964,0.259899,8.581102053485383
30,1969-12-01,0.009277,0.291966,15.907717998145433
31,1970-06-02,0.006626,0.238785,-15.94534980100423
32,1970-09-02,0.006626,0.221653,-4.399773855141661
33,1970-12-01,0.007289,0.244926,13.788218521743461
34,1971-03-02,0.007289,0.266947,11.966879792263775
35,1971-06-07,0.007289,0.296448,13.781761922778676
36,1971-09-03,0.007289,0.321945,11.059612478411047
37,1971-12-06,0.007289,0.344692,9.329543866188326
38,1972-03-02,0.007289,0.3835,13.3733884163253
39,1972-06-09,0.007289,0.406788,7.973142112125153
40,1972-12-05,0.007819,0.501422,25.18584619015312
41,1973-03-05,0.007819,0.534691,8.194295423814674
42,1973-06-05,0.007819,0.509094,-3.3249110233761106
43,1973-08-31,0.007819,0.471786,-5.792446974429092
44,1973-12-03,0.009277,0.489019,5.619073054308517
45,1974-03-04,0.009277,0.458309,-4.382856289837405
46,1974-06-03,0.009277,0.472096,5.03241262990689
47,1974-08-30,0.009277,0.375134,-18.57355283671118
48,1975-03-03,0.009277,0.451085,22.719348286212384
49,1975-06-02,0.009277,0.505155,14.043251271933224
50,1975-08-29,0.009277,0.42081,-14.860389385436157
51,1975-12-01,0.009277,0.473825,14.80288015969201
52,1976-03-02,0.009277,0.408253,-11.880968712077253
53,1976-06-01,0.009277,0.419422,5.0081689540554555
54,1976-08-30,0.009277,0.44285,7.797635794021292
55,1976-11-30,0.00994,0.393198,-8.967370441458739
56,1977-03-01,0.00994,0.34559,-9.579906306746215
57,1977-05-31,0.00994,0.315449,-5.845365896003942
58,1977-08-29,0.00994,0.36847,19.959169311045542
59,1977-11-28,0.011265,0.364053,1.8584959426819063
60,1978-03-02,0.011265,0.331185,-5.934026089607827
61,1978-05-26,0.011265,0.370504,15.273638600782045
62,1978-08-28,0.011265,0.382816,6.3634940513462785
63,1978-12-04,0.01259,0.40533,9.16994065033855
64,1979-03-01,0.01259,0.4247,7.884933264253815
65,1979-05-25,0.01259,0.421292,2.161996703555443
66,1979-08-31,0.01259,0.462418,12.75030145362361
67,1979-12-03,0.015241,0.479535,6.99756497368182
68,1980-02-28,0.015241,0.410405,-11.237761581532101
69,1980-06-02,0.015241,0.483683,21.568694338519258
70,1980-08-29,0.015241,0.520828,10.830647345472125
71,1980-12-02,0.017229,0.539108,6.817797814249642
72,1981-03-02,0.017229,0.594003,13.37839542355149
73,1981-06-01,0.017229,0.719203,23.977825027819748
74,1981-08-31,0.017229,0.595423,-14.815149547485195
75,1981-12-01,0.018554,0.606584,4.990569729419242
76,1982-03-01,0.018554,0.558853,-4.810051039921925
77,1982-06-01,0.018554,0.520613,-3.5225721254068763
78,1982-08-30,0.018554,0.550385,9.282518876785632
79,1982-11-30,0.018554,0.613641,14.864140556156133
80,1983-02-28,0.018554,0.626222,5.073813516371936
81,1983-05-31,0.018554,0.648247,6.479970361948324
82,1983-08-29,0.018554,0.729861,15.45213475727615
83,1983-11-29,0.019879,0.752713,5.854676438390319
84,1984-03-01,0.019879,0.723086,-1.2950487104646764
85,1984-05-29,0.019879,0.669062,-4.72212157336748
86,1984-08-31,0.019879,0.6584,1.3776002821860933
87,1984-12-03,0.021204,0.695084,8.792223572296484
88,1985-02-28,0.021204,0.797492,17.783749877712612
89,1985-06-03,0.021204,0.866801,11.349706329342498
90,1985-08-30,0.021204,0.924516,9.104627244315587
91,1985-12-03,0.023855,1.049286,16.07597921507036
92,1986-02-27,0.023855,1.251529,21.54779535798628
93,1986-06-03,0.023855,1.587337,28.737887815623935
94,1986-09-02,0.029156,1.83727,17.58221474078913
95,1986-12-02,0.029156,1.915134,5.824946796061542
96,1987-03-02,0.029156,2.594683,37.00550457565893
97,1987-06-02,0.029156,2.591256,0.9916047548004945
98,1987-08-28,0.042409,3.396927,32.72853010277641
99,1987-12-01,0.042409,2.850499,-14.837498715751018
100,1988-02-29,0.050891,2.814338,0.5167516283990868
101,1988-06-03,0.050891,2.830809,2.393529135448555
102,1988-08-29,0.046915,2.884691,3.5607135628013062
103,1988-11-29,0.058842,2.891189,2.265060625210794
104,1989-03-02,0.065204,3.37418,18.96088425903669
