,Date,Dividends,Adj Close,Total Return Delta
0,1972-11-28,0.004151,0.181551,
1,1973-02-28,0.003163,0.178028,-0.1982913891964237
2,1973-05-30,0.003163,0.178169,1.8558878378682013
3,1973-08-28,0.003163,0.19097,8.960032328856315
4,1973-11-27,0.004349,0.187674,0.5513955071477187
5,1974-03-05,0.00336,0.170333,-7.44962008589362
6,1974-05-29,0.003756,0.148178,-10.80178239096358
7,1974-08-27,0.003756,0.108181,-24.457746764027057
8,1974-11-25,0.004744,0.134093,28.337693310285527
9,1975-03-04,0.003756,0.157844,20.51337504567728
10,1975-05-27,0.003756,0.152114,-1.2506018600643696
11,1975-09-02,0.003756,0.114883,-22.006521424720937
12,1975-11-28,0.004744,0.124818,12.777347388212364
13,1976-03-02,0.004151,0.123545,2.305757182457663
14,1976-06-01,0.004151,0.124483,4.119146869561694
15,1976-08-31,0.004349,0.130056,7.97056626205988
16,1976-11-26,0.004349,0.124179,-1.1748785138709492
17,1977-03-01,0.004744,0.129919,8.442651333961464
18,1977-05-31,0.004744,0.117648,-5.793609864607952
19,1977-09-02,0.004744,0.127612,12.501699986400109
20,1977-11-25,0.005337,0.133679,8.936463655455599
21,1978-02-28,0.005337,0.125371,-2.222488199343183
22,1978-05-26,0.00593,0.157121,30.054797361431262
23,1978-08-29,0.00593,0.172621,13.63916981180108
24,1978-11-22,0.00593,0.164867,-1.0566501178883172
25,1979-03-06,0.006523,0.159035,0.41912571951936844
26,1979-05-24,0.006523,0.148741,-2.371176156192031
27,1979-08-28,0.006523,0.182218,26.892383404710184
28,1979-11-23,0.006523,0.206404,16.852890493804136
29,1980-03-04,0.007116,0.185563,-6.649580434487698
30,1980-05-29,0.007116,0.214836,19.610051572781213
31,1980-09-02,0.007116,0.222046,6.66834236347726
32,1980-11-28,0.007116,0.265193,22.636300586365003
33,1981-02-11,0.007906,0.261974,1.7673920503180691
34,1981-05-13,0.007906,0.282361,10.799926710284232
35,1981-08-13,0.007906,0.266163,-2.936666182652692
36,1981-11-13,0.007906,0.26282,1.714363003122162
37,1982-01-26,0.009092,0.296517,16.280724450194036
38,1982-05-13,0.009092,0.313031,8.63559256298965
39,1982-07-27,0.009092,0.327599,7.55835684005736
40,1982-11-15,0.009092,0.404598,26.279384247204675
41,1983-01-26,0.011464,0.402912,2.41671980583195
42,1983-05-13,0.011464,0.483299,22.796789373361918
43,1983-07-26,0.011464,0.488849,3.520387999975177
44,1983-11-14,0.011464,0.480616,0.6609402903555053
45,1984-01-26,0.013046,0.42713,-8.414201774389529
46,1984-05-14,0.013046,0.393978,-4.707231990260579
47,1984-07-26,0.013046,0.386071,1.3043875546350316
48,1984-11-13,0.013046,0.473359,25.98848398351598
49,1985-01-28,0.014627,0.48861,6.311911255516418
50,1985-05-20,0.014627,0.616624,29.19322158776937
51,1985-07-26,0.014627,0.621221,3.1176211110822836
52,1985-11-15,0.014627,0.625852,3.100023985023025
53,1986-01-27,0.016208,0.604324,-0.8500412238037094
54,1986-05-14,0.016208,0.760646,28.549255035378383
55,1986-07-28,0.016208,0.852336,14.185047972381362
56,1986-11-17,0.016208,0.780263,-6.55434007245968
57,1987-01-26,0.017789,0.855829,11.964555540888131
58,1987-05-14,0.017789,0.879616,4.857979806713731
59,1987-07-27,0.017789,0.961193,11.29652029976718
60,1987-11-16,0.017789,0.699234,-25.40280672039851
61,1988-02-12,0.019766,0.705974,3.7907195588315097
62,1988-05-16,0.019766,0.704507,2.5920218025026354
63,1988-07-25,0.019766,0.690928,0.8782027715835247
64,1988-11-15,0.019766,0.761412,13.062142509783934
65,1989-01-23,0.021743,0.786445,6.143323194275889
66,1989-05-15,0.021743,0.897469,16.881917998079963
67,1989-07-24,0.021743,0.839899,-3.9920041806458
68,1989-11-13,0.021743,1.013633,23.273869834349146
69,1990-02-05,0.023719,1.004347,1.423888133081711
70,1990-05-14,0.023719,0.886215,-9.400436303389174
71,1990-08-06,0.023719,1.01173,16.83948026156182
72,1990-11-09,0.023719,1.13717,14.742965020311747
73,1991-02-22,0.026091,1.524815,36.38295065821294
74,1991-05-13,0.026091,1.710718,13.902932486891853
75,1991-08-01,0.026091,1.890365,12.026412301735306
76,1991-11-08,0.026091,2.10515,12.742301090001144
77,1992-02-03,0.029254,2.21918,6.806355841626485
78,1992-05-11,0.029254,2.211415,0.9683306446525234
79,1992-08-03,0.029254,2.44989,12.10668282524988
80,1992-11-16,0.029254,2.376447,-1.8037136361224306
81,1993-02-08,0.033207,1.946704,-16.686086413877533
82,1993-05-10,0.033207,2.147337,12.012098398112904
83,1993-08-02,0.033207,1.897228,-10.100976232421829
84,1993-11-05,0.033207,2.021397,8.29504940892713
85,1994-02-07,0.03716,1.980593,-0.1802713667824767
86,1994-05-09,0.03716,1.927523,-0.8032947708085341
87,1994-08-01,0.03716,2.007532,6.078734209656635
88,1994-11-04,0.03716,2.394075,21.10566606161198
89,1995-02-06,0.041113,2.686244,13.921117759468693
90,1995-05-08,0.041113,2.881095,8.784161081420768
91,1995-08-02,0.041113,3.376285,18.614554535688693
92,1995-11-08,0.041113,4.07932,22.040437936963258
93,1996-02-07,0.047438,4.578032,13.388260788562798
94,1996-05-08,0.047438,4.429977,-2.1978221209463062
95,1996-07-31,0.047438,4.755252,8.413429685978036
96,1996-11-06,0.047438,6.043835,28.09569293067959
97,1997-02-05,0.053763,6.075069,1.4063421651980976
98,1997-05-07,0.053763,6.672016,10.711154062612295
99,1997-07-30,0.053763,8.200434,23.713687137440907
100,1997-11-05,0.053763,10.216504,25.24052995243912
101,1998-02-04,0.060089,11.279673,10.994543730418936
102,1998-05-06,0.060089,15.091208,34.32390282945258
103,1998-08-05,0.060089,14.727407,-2.012509535353306
104,1998-11-04,0.060089,14.770482,0.700489909730882
105,1999-02-10,0.069576,17.692959,20.25697604181096
106,1999-05-05,0.069576,16.547058,-6.083352140249673
107,1999-08-04,0.075901,14.009991,-14.873737675905897
108,1999-11-09,0.075901,14.753645,5.84978962513253
109,2000-02-16,0.085389,14.262833,-2.7479514384411496
110,2000-05-09,0.085389,18.895504,33.07940294890922
111,2000-08-16,0.085389,18.432173,-2.00016892907435
112,2000-11-15,0.085389,18.311546,-0.19117659106172485
113,2001-02-14,0.104364,19.267536,5.790630676404932
114,2001-05-16,0.104364,19.069122,-0.4881267641072491
115,2001-08-15,0.104364,17.659103,-6.846959183542892
116,2001-11-14,0.104364,18.207506,3.6964901331624667
117,2002-02-13,0.12334,17.70919,-2.0594583354798854
118,2002-05-15,0.12334,15.781546,-10.188517938990989
119,2002-08-14,0.12334,14.37421,-8.136059673748061
120,2002-11-13,0.12334,14.212113,-0.26962873090067974
121,2003-01-15,0.142315,13.339318,-5.1398409230210875
122,2003-05-14,0.142315,14.614245,10.624546172450493
123,2003-08-13,0.142315,13.951829,-3.5588632871557877
124,2003-11-12,0.142315,14.391047,4.168148849874811
125,2004-02-11,0.16129,17.021086,19.39628853967332
126,2004-05-12,0.16129,16.00823,-5.003006271162711
127,2004-08-11,0.16129,14.319323,-9.542697724857781
128,2004-11-09,0.16129,12.691547,-10.241308195925194
129,2005-02-09,0.180266,11.443559,-8.412859362219592
130,2005-05-11,0.180266,12.718678,12.717940284137125
131,2005-08-10,0.180266,12.22609,-2.455616849487044
132,2005-11-08,0.180266,10.237926,-14.78721324642629
133,2006-02-08,0.227704,12.440532,23.738304027593077
134,2006-05-10,0.227704,11.925272,-2.311444558801829
135,2006-08-09,0.227704,12.569223,7.309309171312811
136,2006-11-08,0.227704,12.908659,4.512132531979106
137,2007-02-07,0.275142,13.000687,2.844369814091454
138,2007-05-09,0.275142,13.45712,5.627202623984419
139,2007-08-08,0.275142,12.340632,-6.252050958897593
140,2007-11-07,0.275142,11.83721,-1.8498242229409163
141,2008-02-06,0.303605,11.628736,0.8036606599021097
142,2008-05-07,0.303605,10.417545,-7.804683157309618
143,2008-08-06,0.303605,10.328989,2.0642963385327224
144,2008-11-05,0.303605,9.197058,-8.019429587929666
145,2009-02-04,0.303605,8.051934,-9.149871621990442
146,2009-05-06,0.151803,7.774302,-1.5627177271944797
147,2009-08-05,0.151803,8.958948,17.190597946928214
148,2009-11-04,0.151803,9.648741,9.393915446322483
149,2010-02-03,0.170778,10.71212,12.790860486357769
150,2010-05-05,0.170778,9.987846,-5.167007091033342
151,2010-08-04,0.170778,9.664097,-1.5315714719670197
152,2010-11-04,0.170778,10.322295,8.577894033969246
153,2011-02-02,0.189753,11.379092,12.076287298512579
154,2011-05-11,0.189753,12.489104,11.422396444285704
