Date,spread_10_3,Adj Close,Adj Fitted,Residuals,Upper,Lower
2023-05-24,-1.6400000000000001,122.484955,141.87904314336816,-19.394088143368165,153.1913810345039,130.56670525223242
2023-05-25,-1.5499999999999998,120.238159,141.04398237445338,-20.805823374453382,152.35632026558912,129.73164448331764
2023-05-26,-1.54,121.8218,140.95119784457398,-19.129397844573987,152.26353573570972,129.63885995343824
2023-05-30,-1.8599999999999999,121.851494,143.9203028007154,-22.068808800715402,155.23264069185115,132.60796490957966
2023-05-31,-1.8799999999999994,120.188667,144.10587186047428,-23.917204860474286,155.41820975161002,132.79353396933854
2023-06-01,-1.8900000000000001,120.347031,144.19865639035373,-23.851625390353732,155.51099428148947,132.886318499218
2023-06-02,-1.81,122.791779,143.45638015131837,-20.664601151318365,154.7687180424541,132.14404226018263
2023-06-05,-1.77,121.663437,143.08524203180068,-21.421805031800673,154.39757992293642,131.77290414066493
2023-06-06,-1.7400000000000002,122.445358,142.80688844216246,-20.36153044216246,154.1192263332982,131.49455055102672
2023-06-07,-1.63,121.831696,141.78625861348883,-19.954562613488832,153.09859650462457,130.47392072235309
2023-06-08,-1.65,122.039558,141.97182767324765,-19.932269673247646,153.2841655643834,130.6594897821119
2023-06-09,-1.62,122.62352,141.69347408360937,-19.069954083609375,153.00581197474511,130.38113619247363
2023-06-12,-1.6700000000000004,122.702705,142.1573967330065,-19.4546917330065,153.46973462414223,130.84505884187075
2023-06-13,-1.5200000000000005,123.544014,140.7656287848152,-17.221614784815188,152.07796667595093,129.45329089367945
2023-06-14,-1.5300000000000002,123.900337,140.8584133146946,-16.958076314694594,152.17075120583033,129.54607542355885
2023-06-15,-1.6099999999999999,124.543694,141.60068955372995,-17.056995553729948,152.9130274448657,130.2883516625942
2023-06-16,-1.5699999999999998,124.593178,141.22955143421228,-16.636373434212288,152.54188932534802,129.91721354307654
2023-06-20,-1.6499999999999995,123.484627,141.97182767324762,-18.487200673247614,153.28416556438336,130.65948978211188
2023-06-21,-1.6800000000000002,123.31636,142.25018126288592,-18.933821262885914,153.56251915402166,130.93784337175018
2023-06-22,-1.6000000000000005,122.346382,141.50790502385055,-19.16152302385055,152.8202429149863,130.1955671327148
2023-06-23,-1.67,121.069572,142.1573967330065,-21.0878247330065,153.46973462414223,130.84505884187075
2023-06-26,-1.7799999999999998,122.356285,143.17802656168013,-20.821741561680128,154.49036445281587,131.8656886705444
2023-06-27,-1.6700000000000004,123.949829,142.1573967330065,-18.2075677330065,153.46973462414223,130.84505884187075
2023-06-28,-1.7300000000000004,123.64299,142.714103912283,-19.07111391228301,154.02644180341875,131.40176602114727
2023-06-29,-1.6099999999999999,124.226959,141.60068955372998,-17.373730553729985,152.91302744486572,130.28835166259424
2023-06-30,-1.6199999999999997,125.226631,141.69347408360937,-16.466843083609376,153.00581197474511,130.38113619247363
2023-07-05,-1.4900000000000002,125.780914,140.48727519517692,-14.706361195176925,151.79961308631266,129.17493730404118
2023-07-06,-1.4100000000000001,124.226959,139.74499895614153,-15.518039956141536,151.05733684727727,128.4326610650058
2023-07-07,-1.4000000000000004,124.236855,139.6522144262621,-15.4153594262621,150.96455231739785,128.33987653512636
2023-07-10,-1.4700000000000006,123.98941,140.30170613541807,-16.312296135418066,151.6140440265538,128.98936824428233
2023-07-11,-1.5,124.553581,140.58005972505632,-16.02647872505632,151.89239761619206,129.26772183392058
2023-07-12,-1.6099999999999999,124.791138,141.60068955372995,-16.809551553729946,152.9130274448657,130.2883516625942
2023-07-13,-1.71,126.117432,142.52853485252416,-16.411102852524166,153.8408727436599,131.21619696138842
2023-07-14,-1.6600000000000001,126.810272,142.06461220312707,-15.254340203127072,153.3769500942628,130.75227431199133
2023-07-17,-1.6800000000000002,127.750572,142.25018126288592,-14.499609262885912,153.56251915402166,130.93784337175018
2023-07-18,-1.6900000000000004,128.334534,142.34296579276534,-14.00843179276535,153.65530368390108,131.0306279016296
2023-07-19,-1.7400000000000002,128.839325,142.80688844216246,-13.967563442162458,154.1192263332982,131.49455055102672
2023-07-20,-1.6400000000000001,129.096664,141.87904314336825,-12.782379143368246,153.191381034504,130.5667052522325
2023-07-21,-1.6600000000000001,129.690536,142.0646122031271,-12.374076203127089,153.37695009426284,130.75227431199136
2023-07-24,-1.65,130.710007,141.97182767324765,-11.261820673247655,153.2841655643834,130.6594897821119
2023-07-25,-1.5999999999999996,130.009995,141.50790502385058,-11.49791002385058,152.82024291498632,130.19556713271484
2023-07-26,-1.65,130.169998,141.97182767324767,-11.801829673247681,153.28416556438341,130.65948978211193
2023-07-27,-1.5,130.160004,140.58005972505637,-10.420055725056386,151.8923976161921,129.26772183392063
2023-07-28,-1.5599999999999996,130.309998,141.1367669043329,-10.82676890433288,152.44910479546863,129.82442901319715
2023-07-31,-1.5799999999999996,130.729996,141.32233596409174,-10.592339964091735,152.63467385522748,130.009998072956
2023-08-01,-1.4900000000000002,129.669998,140.48727519517695,-10.817277195176956,151.7996130863127,129.1749373040412
2023-08-02,-1.4500000000000002,128.490005,140.11613707565928,-11.626132075659285,151.42847496679502,128.80379918452354
2023-08-03,-1.3399999999999999,127.699997,139.09550724698565,-11.395510246985651,150.4078451381214,127.78316935584989
2023-08-04,-1.4900000000000002,128.25,140.48727519517695,-12.237275195176949,151.7996130863127,129.1749373040412
2023-08-08,-1.5500000000000007,127.480003,141.04398237445346,-13.563979374453467,152.3563202655892,129.73164448331772
2023-08-09,-1.5499999999999998,127.480003,141.04398237445346,-13.563979374453467,152.3563202655892,129.73164448331772
2023-08-10,-1.4500000000000002,127.699997,140.11613707565928,-12.416140075659285,151.42847496679502,128.80379918452354
2023-08-11,-1.38,127.57,139.46664536650331,-11.896645366503321,150.77898325763906,128.15430747536757
2023-08-14,-1.3699999999999992,126.870003,139.3738608366239,-12.503857836623894,150.68619872775963,128.06152294548815
2023-08-15,-1.3499999999999996,124.040001,139.18829177686504,-15.14829077686504,150.50062966800078,127.87595388572929
2023-08-16,-1.2799999999999994,123.419998,138.5388000677091,-15.118802067709098,149.85113795884484,127.22646217657335
2023-08-17,-1.2599999999999998,122.489998,138.35323100795026,-15.863233007950257,149.665568899086,127.0408931168145
2023-08-18,-1.29,121.470001,138.63158459758853,-17.161583597588532,149.94392248872427,127.31924670645277
2023-08-21,-1.2300000000000004,121.239998,138.074877418312,-16.834879418312013,149.38721530944775,126.76253952717626
2023-08-22,-1.2300000000000004,119.709999,138.074877418312,-18.364878418312017,149.38721530944775,126.76253952717626
2023-08-23,-1.38,120.260002,139.46664536650331,-19.206643366503314,150.77898325763906,128.15430747536757
2023-08-24,-1.3499999999999996,122.620003,139.18829177686504,-16.568288776865046,150.50062966800078,127.87595388572929
2023-08-25,-1.3600000000000003,121.019997,139.28107630674447,-18.261079306744463,150.5934141978802,127.96873841560871
2023-08-28,-1.38,122.019997,139.4666453665033,-17.446648366503283,150.77898325763903,128.15430747536755
2023-08-29,-1.4399999999999995,122.660004,140.0233525457798,-17.3633485457798,151.33569043691554,128.71101465464406
2023-08-30,-1.4399999999999995,122.980003,140.0233525457798,-17.043349545779805,151.33569043691554,128.71101465464406
2023-08-31,-1.4699999999999998,121.739998,140.30170613541804,-18.561708135418044,151.61404402655378,128.9893682442823
2023-09-01,-1.3500000000000005,122.849998,139.18829177686504,-16.338293776865044,150.50062966800078,127.87595388572929
2023-09-05,-1.2800000000000002,122.019997,138.53880006770908,-16.518803067709072,149.85113795884482,127.22646217657332
2023-09-06,-1.25,121.239998,138.26044647807083,-17.020448478070833,149.57278436920657,126.94810858693508
2023-09-07,-1.2600000000000007,120.300003,138.35323100795028,-18.05322800795028,149.66556889908603,127.04089311681453
2023-09-08,-1.29,120.099998,138.63158459758853,-18.53158659758853,149.94392248872427,127.31924670645277
2023-09-11,-1.2599999999999998,120.400002,138.35323100795026,-17.953229007950256,149.665568899086,127.0408931168145
2023-09-12,-1.29,121.220001,138.63158459758853,-17.411583597588532,149.94392248872427,127.31924670645277
2023-09-13,-1.2999999999999998,121.959999,138.72436912746795,-16.764370127467956,150.0367070186037,127.4120312363322
2023-09-14,-1.2599999999999998,123.459999,138.35323100795026,-14.89323200795026,149.665568899086,127.0408931168145
2023-09-15,-1.2299999999999995,124.120003,138.07487741831198,-13.954874418311988,149.38721530944773,126.76253952717623
2023-09-18,-1.2299999999999995,123.349998,138.07487741831198,-14.724879418311986,149.38721530944773,126.76253952717623
2023-09-19,-1.17,122.360001,137.51817023903547,-15.158169239035473,148.8305081301712,126.20583234789972
2023-09-20,-1.21,122.769997,137.88930835855317,-15.119311358553162,149.2016462496889,126.57697046741741
2023-09-21,-1.08,120.839996,136.6831094701207,-15.843113470120713,147.99544736125645,125.37077157898496
2023-09-22,-1.1199999999999992,120.190002,137.05424758963835,-16.864245589638344,148.3665854807741,125.7419096985026
2023-09-25,-1.0300000000000002,120.419998,136.2191868207236,-15.799188820723586,147.53152471185933,124.90684892958784
2023-09-26,-1.0200000000000005,118.860001,136.12640229084417,-17.266401290844172,147.4387401819799,124.81406439970841
2023-09-27,-0.9699999999999998,117.300003,135.66247964144705,-18.362476641447046,146.9748175325828,124.3501417503113
2023-09-28,-0.9699999999999998,118.760002,135.66247964144705,-16.90247764144705,146.9748175325828,124.3501417503113
2023-09-29,-0.96,118.699997,135.56969511156763,-16.86969811156763,146.88203300270337,124.25735722043187
2023-10-02,-0.9299999999999997,115.949997,135.29134152192935,-19.341344521929358,146.6036794130651,123.9790036307936
2023-10-03,-0.8100000000000005,113.139999,134.17792716337632,-21.03792816337632,145.49026505451207,122.86558927224057
2023-10-04,-0.8799999999999999,114.190002,134.82741887253226,-20.637416872532256,146.139756763668,123.51508098139651
2023-10-05,-0.8900000000000006,115.07,134.9202034024117,-19.850203402411694,146.23254129354743,123.60786551127593
2023-10-06,-0.8499999999999996,114.900002,134.549065282894,-19.64906328289399,145.86140317402973,123.23672739175824
2023-10-10,-0.9500000000000002,115.510002,135.4769105816882,-19.9669085816882,146.78924847282394,124.16457269055245
2023-10-11,-1.0300000000000002,116.379997,136.21918682072356,-19.83918982072356,147.5315247118593,124.90684892958781
2023-10-12,-0.9299999999999997,115.550003,135.29134152192935,-19.74133852192935,146.6036794130651,123.9790036307936
2023-10-13,-0.9900000000000002,114.540001,135.8480487012059,-21.308047701205894,147.16038659234164,124.53571081007014
2023-10-16,-0.9000000000000004,116.199997,135.0129879322911,-18.812990932291115,146.32532582342685,123.70065004115536
2023-10-17,-0.79,115.529999,133.99235810361748,-18.462359103617473,145.30469599475322,122.68002021248172
2023-10-18,-0.7000000000000002,113.650002,133.1572973347027,-19.50729533470269,144.46963522583843,121.84495944356694
2023-10-19,-0.6199999999999992,113.029999,132.41502109566733,-19.385022095667324,143.72735898680307,121.10268320453157
2023-10-20,-0.6500000000000004,111.010002,132.6933746853056,-21.6833726853056,144.00571257644134,121.38103679416984
2023-10-23,-0.7199999999999998,111.330002,133.34286639446154,-22.012864394461545,144.65520428559728,122.03052850332578
2023-10-24,-0.75,110.379997,133.62121998409978,-23.241222984099778,144.93355787523552,122.30888209296403
