,Date,spread_10_3,Adj Close,Lower,Adj Fitted,Upper
67,2023-08-15,-1.3499999999999996,124.040001,117.21968699600099,123.50279077997409,129.7858945639472
68,2023-08-16,-1.2799999999999994,123.419998,116.64338824525689,122.92649202922999,129.2095958132031
69,2023-08-17,-1.2599999999999998,122.489998,116.47873145932998,122.76183524330308,129.0449390272762
70,2023-08-18,-1.29,121.470001,116.72571663822032,123.00882042219342,129.29192420616653
71,2023-08-21,-1.2300000000000004,121.239998,116.23174628043965,122.51485006441276,128.79795384838587
72,2023-08-22,-1.2300000000000004,119.709999,116.23174628043965,122.51485006441276,128.79795384838587
73,2023-08-23,-1.38,120.260002,117.46667217489131,123.74977595886442,130.03287974283754
74,2023-08-24,-1.3499999999999996,122.620003,117.21968699600099,123.50279077997409,129.7858945639472
75,2023-08-25,-1.3600000000000003,121.019997,117.30201538896445,123.58511917293755,129.86822295691067
76,2023-08-28,-1.38,122.019997,117.46667217489131,123.74977595886442,130.03287974283754
77,2023-08-29,-1.4399999999999995,122.660004,117.96064253267198,124.24374631664509,130.5268501006182
78,2023-08-30,-1.4399999999999995,122.980003,117.96064253267198,124.24374631664509,130.5268501006182
79,2023-08-31,-1.4699999999999998,121.739998,118.20762771156231,124.49073149553541,130.77383527950852
80,2023-09-01,-1.3500000000000005,122.849998,117.219686996001,123.5027907799741,129.7858945639472
81,2023-09-05,-1.2800000000000002,122.019997,116.64338824525687,122.92649202922998,129.2095958132031
82,2023-09-06,-1.25,121.239998,116.39640306636655,122.67950685033965,128.96261063431277
83,2023-09-07,-1.2600000000000007,120.300003,116.47873145933002,122.76183524330312,129.04493902727623
84,2023-09-08,-1.29,120.099998,116.72571663822033,123.00882042219344,129.29192420616656
85,2023-09-11,-1.2599999999999998,120.400002,116.47873145933,122.76183524330311,129.04493902727623
86,2023-09-12,-1.29,121.220001,116.72571663822035,123.00882042219345,129.29192420616656
87,2023-09-13,-1.2999999999999998,121.959999,116.8080450311838,123.0911488151569,129.37425259913002
88,2023-09-14,-1.2599999999999998,123.459999,116.47873145932999,122.7618352433031,129.0449390272762
89,2023-09-15,-1.2299999999999995,124.120003,116.23174628043965,122.51485006441276,128.79795384838587
90,2023-09-18,-1.2299999999999995,123.349998,116.23174628043965,122.51485006441276,128.79795384838587
91,2023-09-19,-1.17,122.360001,115.73777592265898,122.02087970663209,128.3039834906052
92,2023-09-20,-1.21,122.769997,116.06708949451279,122.35019327848589,128.633297062459
93,2023-09-21,-1.08,120.839996,114.99682038598802,121.27992416996112,127.56302795393422
94,2023-09-22,-1.1199999999999992,120.190002,115.32613395784176,121.60923774181487,127.89234152578797
95,2023-09-25,-1.0300000000000002,120.419998,114.58517842117078,120.86828220514388,127.15138598911699
96,2023-09-26,-1.0200000000000005,118.860001,114.50285002820735,120.78595381218045,127.06905759615356
97,2023-09-27,-0.9699999999999998,117.300003,114.09120806339011,120.37431184736322,126.65741563133632
98,2023-09-28,-0.9699999999999998,118.760002,114.09120806339011,120.37431184736322,126.65741563133632
99,2023-09-29,-0.96,118.699997,114.00887967042667,120.29198345439977,126.57508723837287
100,2023-10-02,-0.9299999999999997,115.949997,113.76189449153632,120.04499827550943,126.32810205948253
101,2023-10-03,-0.8100000000000005,113.139999,112.77395377597502,119.05705755994812,125.34016134392122
102,2023-10-04,-0.8799999999999999,114.190002,113.35025252671912,119.63335631069222,125.91646009466533
103,2023-10-05,-0.8900000000000006,115.07,113.43258091968255,119.71568470365565,125.99878848762876
104,2023-10-06,-0.8499999999999996,114.900002,113.10326734782878,119.38637113180188,125.66947491577498
105,2023-10-10,-0.9500000000000002,115.510002,113.92655127746323,120.20965506143634,126.49275884540944
106,2023-10-11,-1.0300000000000002,116.379997,114.58517842117078,120.86828220514388,127.15138598911699
107,2023-10-12,-0.9299999999999997,115.550003,113.76189449153632,120.04499827550943,126.32810205948253
108,2023-10-13,-0.9900000000000002,114.540001,114.255864849317,120.53896863329011,126.82207241726321
109,2023-10-16,-0.9000000000000004,116.199997,113.514909312646,119.7980130966191,126.0811168805922
110,2023-10-17,-0.79,115.529999,112.60929699004811,118.89240077402121,125.17550455799432
111,2023-10-18,-0.7000000000000002,113.650002,111.86834145337711,118.15144523735022,124.43454902132332
112,2023-10-19,-0.6199999999999992,113.029999,111.20971430966955,117.49281809364265,123.77592187761576
113,2023-10-20,-0.6500000000000004,111.010002,111.45669948855989,117.739803272533,124.0229070565061
114,2023-10-23,-0.7199999999999998,111.330002,112.03299823930399,118.3161020232771,124.5992058072502
115,2023-10-24,-0.75,110.379997,112.27998341819432,118.56308720216742,124.84619098614053
