,Date,spread_10_3,Adj Close,Lower,Adj Fitted,Upper
1,2023-05-05,-1.8199999999999998,129.740021,120.60285622971844,127.53622933552695,134.46960244133547
2,2023-05-08,-1.7899999999999996,130.007263,120.42615851637282,127.35953162218134,134.29290472798985
3,2023-05-09,-1.7600000000000002,128.106873,120.24946080302723,127.18283390883575,134.11620701464426
4,2023-05-10,-1.81,127.641701,120.54395699193655,127.47733009774507,134.4107032035536
5,2023-05-11,-1.81,128.512695,120.54395699193655,127.47733009774507,134.4107032035536
6,2023-05-12,-1.79,128.56218,120.42615851637284,127.35953162218135,134.29290472798988
7,2023-05-15,-1.71,129.58165,119.9549646141179,126.88833771992641,133.82171082573493
8,2023-05-16,-1.6900000000000004,126.988441,119.83716613855417,126.77053924436268,133.7039123501712
9,2023-05-17,-1.69,127.305161,119.83716613855417,126.77053924436268,133.7039123501712
10,2023-05-18,-1.6599999999999997,126.592529,119.66046842520856,126.59384153101708,133.5272146368256
11,2023-05-19,-1.5899999999999999,125.889786,119.24817376073551,126.18154686654402,133.11491997235254
12,2023-05-23,-1.6399999999999997,124.593178,119.54266994964485,126.47604305545336,133.40941616126187
13,2023-05-24,-1.6400000000000001,122.484955,119.54266994964485,126.47604305545336,133.40941616126187
14,2023-05-25,-1.5499999999999998,120.238159,119.01257680960806,125.94594991541658,132.8793230212251
15,2023-05-26,-1.54,121.8218,118.95367757182619,125.8870506776347,132.82042378344323
16,2023-05-30,-1.8599999999999999,121.851494,120.8384531808459,127.77182628665442,134.70519939246293
17,2023-05-31,-1.8799999999999994,120.188667,120.95625165640963,127.88962476221815,134.82299786802668
18,2023-06-01,-1.8900000000000001,120.347031,121.0151508941915,127.94852400000002,134.88189710580855
19,2023-06-02,-1.81,122.791779,120.54395699193658,127.4773300977451,134.41070320355362
20,2023-06-05,-1.77,121.663437,120.30836004080912,127.24173314661763,134.17510625242616
21,2023-06-06,-1.7400000000000002,122.445358,120.13166232746353,127.06503543327204,133.99840853908057
22,2023-06-07,-1.63,121.831696,119.483770711863,126.41714381767152,133.35051692348003
23,2023-06-08,-1.65,122.039558,119.60156918742673,126.53494229323525,133.46831539904377
24,2023-06-09,-1.62,122.62352,119.42487147408114,126.35824457988966,133.29161768569818
25,2023-06-12,-1.6700000000000004,122.702705,119.71936766299045,126.65274076879896,133.5861138746075
26,2023-06-13,-1.5200000000000005,123.544014,118.83587909626247,125.76925220207099,132.70262530787952
27,2023-06-14,-1.5300000000000002,123.900337,118.89477833404435,125.82815143985286,132.7615245456614
28,2023-06-15,-1.6099999999999999,124.543694,119.36597223629926,126.29934534210777,133.23271844791628
29,2023-06-16,-1.5699999999999998,124.593178,119.1303752851718,126.06374839098031,132.99712149678882
30,2023-06-20,-1.6499999999999995,123.484627,119.60156918742673,126.53494229323525,133.46831539904377
31,2023-06-21,-1.6800000000000002,123.31636,119.77826690077231,126.71164000658082,133.64501311238934
32,2023-06-22,-1.6000000000000005,122.346382,119.3070729985174,126.24044610432591,133.17381921013444
33,2023-06-23,-1.67,121.069572,119.71936766299046,126.65274076879898,133.5861138746075
34,2023-06-26,-1.7799999999999998,122.356285,120.36725927859098,127.30063238439949,134.234005490208
35,2023-06-27,-1.6700000000000004,123.949829,119.71936766299045,126.65274076879896,133.5861138746075
36,2023-06-28,-1.7300000000000004,123.64299,120.07276308968163,127.00613619549014,133.93950930129867
37,2023-06-29,-1.6099999999999999,124.226959,119.36597223629924,126.29934534210776,133.23271844791628
38,2023-06-30,-1.6199999999999997,125.226631,119.42487147408109,126.3582445798896,133.29161768569813
39,2023-07-05,-1.4900000000000002,125.780914,118.65918138291684,125.59255448872536,132.52592759453387
40,2023-07-06,-1.4100000000000001,124.226959,118.18798748066192,125.12136058647043,132.05473369227894
41,2023-07-07,-1.4000000000000004,124.236855,118.12908824288004,125.06246134868856,131.99583445449707
42,2023-07-10,-1.4700000000000006,123.98941,118.54138290735311,125.47475601316162,132.40812911897015
43,2023-07-11,-1.5,124.553581,118.71808062069869,125.6514537265072,132.5848268323157
44,2023-07-12,-1.6099999999999999,124.791138,119.3659722362992,126.29934534210771,133.23271844791623
45,2023-07-13,-1.71,126.117432,119.95496461411786,126.88833771992637,133.8217108257349
46,2023-07-14,-1.6600000000000001,126.810272,119.66046842520853,126.59384153101705,133.52721463682556
47,2023-07-17,-1.6800000000000002,127.750572,119.77826690077224,126.71164000658075,133.64501311238928
48,2023-07-18,-1.6900000000000004,128.334534,119.83716613855411,126.77053924436262,133.70391235017115
49,2023-07-19,-1.7400000000000002,128.839325,120.13166232746345,127.06503543327196,133.9984085390805
50,2023-07-20,-1.6400000000000001,129.096664,119.54266994964478,126.47604305545329,133.40941616126182
51,2023-07-21,-1.6600000000000001,129.690536,119.66046842520852,126.59384153101703,133.52721463682556
52,2023-07-24,-1.65,130.710007,119.60156918742665,126.53494229323516,133.4683153990437
53,2023-07-25,-1.5999999999999996,130.009995,119.30707299851731,126.24044610432583,133.17381921013435
54,2023-07-26,-1.65,130.169998,119.60156918742665,126.53494229323516,133.4683153990437
55,2023-07-27,-1.5,130.160004,118.71808062069866,125.65145372650717,132.58482683231568
56,2023-07-28,-1.5599999999999996,130.309998,119.07147604738984,126.00484915319835,132.93822225900686
57,2023-07-31,-1.5799999999999996,130.729996,119.18927452295358,126.1226476287621,133.0560207345706
58,2023-08-01,-1.4900000000000002,129.669998,118.6591813829168,125.59255448872531,132.52592759453384
59,2023-08-02,-1.4500000000000002,128.490005,118.42358443178934,125.35695753759785,132.29033064340638
60,2023-08-03,-1.3399999999999999,127.699997,117.77569281618881,124.70906592199732,131.64243902780584
61,2023-08-04,-1.4900000000000002,128.25,118.65918138291678,125.5925544887253,132.5259275945338
62,2023-08-08,-1.5500000000000007,127.480003,119.01257680960796,125.94594991541648,132.879323021225
63,2023-08-09,-1.5499999999999998,127.480003,119.01257680960796,125.94594991541648,132.879323021225
64,2023-08-10,-1.4500000000000002,127.699997,118.42358443178931,125.35695753759782,132.29033064340635
65,2023-08-11,-1.38,127.57,118.01128976731626,124.94466287312477,131.8780359789333
66,2023-08-14,-1.3699999999999992,126.870003,117.9523905295344,124.88576363534291,131.81913674115142
67,2023-08-15,-1.3499999999999996,124.040001,117.83459205397067,124.76796515977918,131.7013382655877
68,2023-08-16,-1.2799999999999994,123.419998,117.4222973894976,124.35567049530611,131.28904360111463
69,2023-08-17,-1.2599999999999998,122.489998,117.30449891393387,124.23787201974238,131.1712451255509
70,2023-08-18,-1.29,121.470001,117.48119662727947,124.41456973308799,131.3479428388965
71,2023-08-21,-1.2300000000000004,121.239998,117.12780120058828,124.0611743063968,130.99454741220532
72,2023-08-22,-1.2300000000000004,119.709999,117.12780120058828,124.0611743063968,130.99454741220532
73,2023-08-23,-1.38,120.260002,118.01128976731624,124.94466287312476,131.87803597893327
74,2023-08-24,-1.3499999999999996,122.620003,117.83459205397065,124.76796515977917,131.70133826558768
75,2023-08-25,-1.3600000000000003,121.019997,117.89349129175253,124.82686439756104,131.76023750336955
76,2023-08-28,-1.38,122.019997,118.01128976731624,124.94466287312476,131.87803597893327
77,2023-08-29,-1.4399999999999995,122.660004,118.36468519400744,125.29805829981595,132.23143140562448
78,2023-08-30,-1.4399999999999995,122.980003,118.36468519400744,125.29805829981595,132.23143140562448
79,2023-08-31,-1.4699999999999998,121.739998,118.54138290735304,125.47475601316155,132.40812911897007
80,2023-09-01,-1.3500000000000005,122.849998,117.83459205397065,124.76796515977917,131.70133826558768
81,2023-09-05,-1.2800000000000002,122.019997,117.42229738949759,124.3556704953061,131.28904360111463
82,2023-09-06,-1.25,121.239998,117.245599676152,124.17897278196051,131.11234588776904
83,2023-09-07,-1.2600000000000007,120.300003,117.30449891393387,124.23787201974238,131.1712451255509
84,2023-09-08,-1.29,120.099998,117.48119662727947,124.41456973308799,131.3479428388965
85,2023-09-11,-1.2599999999999998,120.400002,117.30449891393387,124.23787201974238,131.1712451255509
86,2023-09-12,-1.29,121.220001,117.48119662727947,124.41456973308799,131.3479428388965
87,2023-09-13,-1.2999999999999998,121.959999,117.54009586506132,124.47346897086983,131.40684207667834
88,2023-09-14,-1.2599999999999998,123.459999,117.30449891393386,124.23787201974237,131.17124512555088
89,2023-09-15,-1.2299999999999995,124.120003,117.12780120058827,124.06117430639678,130.9945474122053
90,2023-09-18,-1.2299999999999995,123.349998,117.12780120058827,124.06117430639678,130.9945474122053
91,2023-09-19,-1.17,122.360001,116.77440577389707,123.70777887970559,130.6411519855141
92,2023-09-20,-1.21,122.769997,117.01000272502455,123.94337583083306,130.87674893664158
93,2023-09-21,-1.08,120.839996,116.24431263386029,123.1776857396688,130.11105884547732
94,2023-09-22,-1.1199999999999992,120.190002,116.47990958498775,123.41328269079627,130.34665579660478
95,2023-09-25,-1.0300000000000002,120.419998,115.94981644495097,122.88318955075948,129.816562656568
96,2023-09-26,-1.0200000000000005,118.860001,115.8909172071691,122.82429031297761,129.75766341878614
97,2023-09-27,-0.9699999999999998,117.300003,115.59642101825978,122.52979412406829,129.4631672298768
98,2023-09-28,-0.9699999999999998,118.760002,115.59642101825978,122.52979412406829,129.4631672298768
99,2023-09-29,-0.96,118.699997,115.5375217804779,122.47089488628642,129.40426799209493
100,2023-10-02,-0.9299999999999997,115.949997,115.36082406713231,122.29419717294083,129.22757027874934
101,2023-10-03,-0.8100000000000005,113.139999,114.65403321374993,121.58740631955844,128.52077942536695
102,2023-10-04,-0.8799999999999999,114.190002,115.06632787822298,121.99970098403149,128.93307408984
103,2023-10-05,-0.8900000000000006,115.07,115.12522711600484,122.05860022181335,128.99197332762188
104,2023-10-06,-0.8499999999999996,114.900002,114.88963016487737,121.82300327068589,128.75637637649442
105,2023-10-10,-0.9500000000000002,115.510002,115.47862254269603,122.41199564850454,129.34536875431306
106,2023-10-11,-1.0300000000000002,116.379997,115.94981644495097,122.88318955075948,129.816562656568
107,2023-10-12,-0.9299999999999997,115.550003,115.36082406713231,122.29419717294083,129.22757027874934
108,2023-10-13,-0.9900000000000002,114.540001,115.7142194938235,122.64759259963202,129.58096570544055
109,2023-10-16,-0.9000000000000004,116.199997,115.18412635378671,122.11749945959522,129.05087256540375
110,2023-10-17,-0.79,115.529999,114.5362347381862,121.46960784399471,128.40298094980324
111,2023-10-18,-0.7000000000000002,113.650002,114.0061415981494,120.93951470395791,127.87288780976642
112,2023-10-19,-0.6199999999999992,113.029999,113.53494769589447,120.46832080170299,127.4016939075115
113,2023-10-20,-0.6500000000000004,111.010002,113.71164540924006,120.64501851504858,127.57839162085709
114,2023-10-23,-0.7199999999999998,111.330002,114.12394007371311,121.05731317952163,127.99068628533014
115,2023-10-24,-0.75,110.379997,114.30063778705873,121.23401089286725,128.16738399867577
