Date,Date,spread_10_3,Adj Close
2000-06-28,2000-06-28,0.3000000000000007,12.424264
2000-06-29,2000-06-29,0.1900000000000004,12.424264
2000-06-30,2000-06-30,0.15000000000000036,12.37222
2000-07-03,2000-07-03,0.0,12.37222
2000-07-05,2000-07-05,0.0,12.37222
2000-07-06,2000-07-06,0.03000000000000025,12.645429
2000-07-07,2000-07-07,-0.03000000000000025,12.951155
2000-07-10,2000-07-10,-0.05999999999999961,12.951155
2000-07-11,2000-07-11,-0.040000000000000036,12.951155
2000-07-12,2000-07-12,-0.08000000000000007,12.951155
2000-07-13,2000-07-13,-0.16999999999999993,12.951155
2000-07-14,2000-07-14,-0.07000000000000028,13.26339
2000-07-17,2000-07-17,0.019999999999999574,13.217855
2000-07-18,2000-07-18,0.0,13.217855
2000-07-19,2000-07-19,-0.019999999999999574,13.10727
2000-07-20,2000-07-20,-0.16999999999999993,13.10727
2000-07-21,2000-07-21,-0.1200000000000001,13.10727
2000-07-24,2000-07-24,-0.16999999999999993,13.10727
2000-07-25,2000-07-25,-0.16000000000000014,13.10727
2000-07-26,2000-07-26,-0.13999999999999968,12.788537
2000-07-27,2000-07-27,-0.20000000000000018,12.808049
2000-07-28,2000-07-28,-0.16000000000000014,12.466544
2000-07-31,2000-07-31,-0.22999999999999954,12.411254
2000-08-01,2000-08-01,-0.25,12.411254
2000-08-02,2000-08-02,-0.2699999999999996,12.411254
2000-08-03,2000-08-03,-0.28000000000000025,12.411254
2000-08-04,2000-08-04,-0.3200000000000003,12.411254
2000-08-07,2000-08-07,-0.3100000000000005,12.411254
2000-08-08,2000-08-08,-0.33000000000000007,13.087754
2000-08-09,2000-08-09,-0.4400000000000004,13.087754
2000-08-10,2000-08-10,-0.4900000000000002,13.087754
2000-08-11,2000-08-11,-0.5,13.087754
2000-08-14,2000-08-14,-0.4899999999999993,13.087754
2000-08-15,2000-08-15,-0.47000000000000064,13.087754
2000-08-16,2000-08-16,-0.4399999999999995,12.619404
2000-08-17,2000-08-17,-0.45999999999999996,12.560864
2000-08-18,2000-08-18,-0.4899999999999993,12.560864
2000-08-21,2000-08-21,-0.5099999999999998,12.554358
2000-08-22,2000-08-22,-0.5,12.554358
2000-08-23,2000-08-23,-0.5599999999999996,12.645429
2000-08-24,2000-08-24,-0.5599999999999996,12.599896
2000-08-25,2000-08-25,-0.5799999999999992,12.599896
2000-08-28,2000-08-28,-0.54,12.612901
2000-08-29,2000-08-29,-0.5,12.612901
2000-08-30,2000-08-30,-0.5100000000000007,12.508831
2000-08-31,2000-08-31,-0.5799999999999992,12.424264
2000-09-01,2000-09-01,-0.5899999999999999,12.424264
2000-09-05,2000-09-05,-0.5799999999999992,12.489307
2000-09-06,2000-09-06,-0.4900000000000002,12.489307
2000-09-07,2000-09-07,-0.4400000000000004,12.495817
2000-09-08,2000-09-08,-0.40999999999999925,12.495817
2000-09-11,2000-09-11,-0.34000000000000075,12.713724
2000-09-12,2000-09-12,-0.3099999999999996,12.700714
2000-09-13,2000-09-13,-0.34999999999999964,12.700714
2000-09-14,2000-09-14,-0.34999999999999964,12.743003
2000-09-15,2000-09-15,-0.2999999999999998,12.697468
2000-09-18,2000-09-18,-0.27000000000000046,12.59339
2000-09-19,2000-09-19,-0.3099999999999996,12.287661
2000-09-20,2000-09-20,-0.25,12.183586
2000-09-21,2000-09-21,-0.28000000000000025,12.313684
2000-09-22,2000-09-22,-0.3100000000000005,12.203099
