Date,Date,spread_10_3,Adj Close
2000-05-26,2000-05-26,0.5,29.264797
2000-05-30,2000-05-30,0.5099999999999998,23.019962
2000-05-31,2000-05-31,0.6600000000000001,23.673075
2000-06-01,2000-06-01,0.45999999999999996,24.250843
2000-06-02,2000-06-02,0.28000000000000025,25.180271
2000-06-05,2000-06-05,0.13999999999999968,24.914011
2000-06-06,2000-06-06,0.14999999999999947,24.235767
2000-06-07,2000-06-07,0.20999999999999996,24.728125
2000-06-08,2000-06-08,0.21999999999999975,24.296059
2000-06-09,2000-06-09,0.20999999999999996,23.999647
2000-06-12,2000-06-12,0.16000000000000014,24.034801
2000-06-13,2000-06-13,0.23000000000000043,24.175476
2000-06-14,2000-06-14,0.23999999999999932,24.557314
2000-06-15,2000-06-15,0.20999999999999996,23.75346
2000-06-16,2000-06-16,0.16000000000000014,22.949617
2000-06-19,2000-06-19,0.16000000000000014,23.431932
2000-06-20,2000-06-20,0.2400000000000002,23.431932
2000-06-21,2000-06-21,0.3000000000000007,22.909433
2000-06-22,2000-06-22,0.28000000000000025,22.758707
2000-06-23,2000-06-23,0.33000000000000007,22.909433
2000-06-26,2000-06-26,0.29000000000000004,23.100349
2000-06-27,2000-06-27,0.2699999999999996,23.210861
2000-06-28,2000-06-28,0.3000000000000007,23.210861
2000-06-29,2000-06-29,0.1900000000000004,23.266125
2000-06-30,2000-06-30,0.15000000000000036,23.03001
2000-07-03,2000-07-03,0.0,22.819
2000-07-05,2000-07-05,0.0,23.25107
2000-07-06,2000-07-06,0.03000000000000025,23.462082
2000-07-07,2000-07-07,-0.03000000000000025,23.94438
2000-07-10,2000-07-10,-0.05999999999999961,23.984564
2000-07-11,2000-07-11,-0.040000000000000036,24.034801
2000-07-12,2000-07-12,-0.08000000000000007,24.386486
2000-07-13,2000-07-13,-0.16999999999999993,24.195578
2000-07-14,2000-07-14,-0.07000000000000028,24.587446
2000-07-17,2000-07-17,0.019999999999999574,24.175476
2000-07-18,2000-07-18,0.0,23.994614
2000-07-19,2000-07-19,-0.019999999999999574,24.052628
2000-07-20,2000-07-20,-0.16999999999999993,24.697262
2000-07-21,2000-07-21,-0.1200000000000001,24.51092
2000-07-24,2000-07-24,-0.16999999999999993,24.536102
2000-07-25,2000-07-25,-0.16000000000000014,24.787914
2000-07-26,2000-07-26,-0.13999999999999968,24.536102
2000-07-27,2000-07-27,-0.20000000000000018,24.813095
2000-07-28,2000-07-28,-0.16000000000000014,24.314518
2000-07-31,2000-07-31,-0.22999999999999954,24.616688
2000-08-01,2000-08-01,-0.25,24.818129
2000-08-02,2000-08-02,-0.2699999999999996,24.878563
2000-08-03,2000-08-03,-0.28000000000000025,25.321737
2000-08-04,2000-08-04,-0.3200000000000003,25.946222
2000-08-07,2000-08-07,-0.3100000000000005,26.152706
2000-08-08,2000-08-08,-0.33000000000000007,26.046947
2000-08-09,2000-08-09,-0.4400000000000004,26.187969
2000-08-10,2000-08-10,-0.4900000000000002,26.077158
2000-08-11,2000-08-11,-0.5,26.308825
2000-08-14,2000-08-14,-0.4899999999999993,26.671425
2000-08-15,2000-08-15,-0.47000000000000064,26.369267
2000-08-16,2000-08-16,-0.4399999999999995,25.981474
2000-08-17,2000-08-17,-0.45999999999999996,26.162781
2000-08-18,2000-08-18,-0.4899999999999993,26.122486
2000-08-21,2000-08-21,-0.5099999999999998,26.32394
2000-08-22,2000-08-22,-0.5,26.570702
2000-08-23,2000-08-23,-0.5599999999999996,26.32897
2000-08-24,2000-08-24,-0.5599999999999996,26.147675
2000-08-25,2000-08-25,-0.5799999999999992,26.087233
2000-08-28,2000-08-28,-0.54,26.419615
2000-08-29,2000-08-29,-0.5,26.157734
2000-08-30,2000-08-30,-0.5100000000000007,26.32897
2000-08-31,2000-08-31,-0.5799999999999992,26.993744
2000-09-01,2000-09-01,-0.5899999999999999,26.706688
2000-09-05,2000-09-05,-0.5799999999999992,26.757044
2000-09-06,2000-09-06,-0.4900000000000002,27.064255
2000-09-07,2000-09-07,-0.4400000000000004,27.074318
2000-09-08,2000-09-08,-0.40999999999999925,27.431885
2000-09-11,2000-09-11,-0.34000000000000075,27.839819
2000-09-12,2000-09-12,-0.3099999999999996,27.880116
2000-09-13,2000-09-13,-0.34999999999999964,27.819675
2000-09-14,2000-09-14,-0.34999999999999964,27.870026
