date,open,high,low,close,volume,dividend,stock_splits,ticker,fund_name,sector,USRECD_20250829,T10Y3M,spline,lagged_recession_periods,periods
2016-06-20,53.72,54.22,51.33,51.36,46362000,0,0,XBI,SPDR S&P Biotech ETF,Healthcare,0,1.39,1.80224983868046,0,
2016-06-20,60.54,61.16,59.16,59.38,56409600,0,0,XLV,Health Care Select Sector SPDR Fund,Healthcare,0,1.39,1.80224983868046,0,
2016-06-20,29.17,29.55,28.54,28.69,621400,0,0,FHLC,Fidelity MSCI Health Care Index ETF,Healthcare,0,1.39,1.80224983868046,0,
2016-06-20,57.44,58.69,56.7,56.82,499300,0,0,FXH,First Trust Health Care AlphaDEX Fund,Healthcare,0,1.39,1.80224983868046,0,
2016-06-21,,,,,,,,,,,0,1.44,1.79992364881865,0,
2016-06-22,,,,,,,,,,,0,1.42,1.79759511040217,0,
2016-06-23,,,,,,,,,,,0,1.43,1.7952642378759,0,
2016-06-24,,,,,,,,,,,0,1.3,1.79293104568471,0,
2016-06-27,28.42,29.9,28.09,29.85,810600,0,0,FHLC,Fidelity MSCI Health Care Index ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,56.38,58.44,55.11,58.27,1183200,0,0,FXH,First Trust Health Care AlphaDEX Fund,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,37.52,38.79,36.82,38.79,31900,0,0,ZUH.TO,BMO Equal Weight US Health Care Hedged to CAD Index ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,42.37,44.54,41.75,44.49,631200,0,0,IXJ,iShares Global Healthcare ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,25.35,26.59,25.03,26.54,2968000,0,0,IYH,iShares U.S. Healthcare ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,80.28,85.76,78.22,85.53,30824400,0,0,IBB,iShares Biotechnology ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,20.96,21.93,20.6,21.89,2481000,0,0,IHI,iShares U.S. Medical Devices ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,50.8,55.32,49.01,55.25,45338900,0,0,XBI,SPDR S&P Biotech ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,58.98,61.97,58.33,61.82,57190600,0,0,XLV,Health Care Select Sector SPDR Fund,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,13.81,14.42,13.54,14.4,1448000,0,0,RSPH,Invesco S&P 500 Equal Weight Health Care ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-27,109.25,114.91,107.91,114.68,1085800,0,0,VHT,Vanguard Health Care Index Fund ETF,Healthcare,0,1.19,1.79059554827346,0,
2016-06-28,,,,,,,,,,,0,1.2,1.78825776008702,0,
2016-06-29,,,,,,,,,,,0,1.24,1.78591769557027,0,
2016-06-30,,,,,,,,,,,0,1.23,1.78357536916806,0,
2016-07-01,,,,,,,,,,,0,1.18,1.78123079532528,0,
2016-07-05,,,,,,,,,,,0,1.09,1.77888398848678,0,
2016-07-06,,,,,,,,,,,0,1.1,1.77653496309744,0,
2016-07-07,,,,,,,,,,,0,1.1,1.77418373360213,0,
2016-07-08,,,,,,,,,,,0,1.09,1.77183031444571,0,
2016-07-11,88.37,89.45,86.94,88.71,16846500,0,0,IBB,iShares Biotechnology ETF,Healthcare,0,1.11,1.76947472007305,0,
