,date,open,high,low,close,volume,dividend,stock_splits,ticker,fund_name,sector,USRECD_20250829,T10Y3M,spline,lagged_recession_periods,periods,deriv_spline
24,1990-02-06,,,,,,,,,,,0.0,0.48,0.26418153805061295,0.0,,0.005758848892666804
25,1990-02-07,,,,,,,,,,,0.0,0.43,0.2699438796318044,0.0,,0.005764541101639126
26,1990-02-08,,,,,,,,,,,0.0,0.41,0.27571189369248483,0.0,,0.00577019258532491
27,1990-02-09,,,,,,,,,,,0.0,0.29,0.2814855395028215,0.0,,0.005775803343724152
28,1990-02-12,,,,,,,,,,,0.0,0.41,0.2872647763329814,0.0,,0.005781373376836852
29,1990-02-13,,,,,,,,,,,0.0,0.5,0.2930495634531321,0.0,,0.005786902684663012
30,1990-02-14,,,,,,,,,,,0.0,0.48,0.29883986013344044,0.0,,0.005792391267202632
31,1990-02-15,,,,,,,,,,,0.0,0.46,0.3046356256440738,0.0,,0.0057978391244557104
32,1990-02-16,,,,,,,,,,,0.0,0.47,0.3104368192551993,0.0,,0.005803246256422248
33,1990-02-20,,,,,,,,,,,0.0,0.55,0.31624340023698444,0.0,,0.005808612663102246
34,1990-02-21,,,,,,,,,,,0.0,0.6,0.3220553278595961,0.0,,0.005813938344495701
35,1990-02-22,,,,,,,,,,,0.0,0.54,0.32787256139320153,0.0,,0.005819223300602616
36,1990-02-23,,,,,,,,,,,0.0,0.59,0.3336950601079681,0.0,,0.005824467531422991
37,1990-02-26,,,,,,,,,,,0.0,0.49,0.33952278327406293,0.0,,0.005829671036956824
38,1990-02-27,,,,,,,,,,,0.0,0.41,0.34535569016165335,0.0,,0.005834833817204117
39,1990-02-28,,,,,,,,,,,0.0,0.47,0.35119374004090625,0.0,,0.005839955872164867
40,1990-03-01,,,,,,,,,,,0.0,0.5,0.3570368921819892,0.0,,0.005845037201839078
41,1990-03-02,,,,,,,,,,,0.0,0.51,0.3628851058550694,0.0,,0.005850077806226748
42,1990-03-05,,,,,,,,,,,0.0,0.56,0.3687383403303136,0.0,,0.005855077685327878
43,1990-03-06,,,,,,,,,,,0.0,0.41,0.3745965548778896,0.0,,0.005860036839142466
44,1990-03-07,,,,,,,,,,,0.0,0.4,0.38045970876796426,0.0,,0.005864955267670512
45,1990-03-08,,,,,,,,,,,0.0,0.39,0.38632776127070484,0.0,,0.00586983297091202
46,1990-03-09,,,,,,,,,,,0.0,0.39,0.39220067165627875,0.0,,0.005874669948866987
47,1990-03-12,,,,,,,,,,,0.0,0.37,0.39807839919485294,0.0,,0.005879466201535411
48,1990-03-13,,,,,,,,,,,0.0,0.47,0.4039609031565948,0.0,,0.005884221728917294
49,1990-03-14,,,,,,,,,,,0.0,0.41,0.40984814281167126,0.0,,0.005888936531012637
50,1990-03-15,,,,,,,,,,,0.0,0.44,0.41574007743024993,0.0,,0.005893610607821439
51,1990-03-16,,,,,,,,,,,0.0,0.4,0.42163666628249785,0.0,,0.0058982439593437
52,1990-03-19,,,,,,,,,,,0.0,0.36,0.4275378686385822,0.0,,0.0059028365855794225
53,1990-03-20,,,,,,,,,,,0.0,0.28,0.4334436437686701,0.0,,0.005907388486528601
54,1990-03-21,,,,,,,,,,,0.0,0.32,0.43935395094292895,0.0,,0.005911899662191238
55,1990-03-22,,,,,,,,,,,0.0,0.35,0.4452687494315257,0.0,,0.005916370112567336
56,1990-03-23,,,,,,,,,,,0.0,0.36,0.451187998504628,0.0,,0.005920799837656893
57,1990-03-26,,,,,,,,,,,0.0,0.37,0.4571116574324029,0.0,,0.005925188837459912
58,1990-03-27,,,,,,,,,,,0.0,0.34,0.4630396854850172,0.0,,0.005929537111976387
59,1990-03-28,,,,,,,,,,,0.0,0.39,0.46897204193263864,0.0,,0.0059338446612063195
60,1990-03-29,,,,,,,,,,,0.0,0.5,0.4749086860454341,0.0,,0.005938111485149713
61,1990-03-30,,,,,,,,,,,0.0,0.58,0.48084957709357096,0.0,,0.005942337583806565
62,1990-04-02,,,,,,,,,,,0.0,0.59,0.48679467434721635,0.0,,0.005946522957176879
63,1990-04-03,,,,,,,,,,,0.0,0.54,0.49274393707653763,0.0,,0.005950667605260649
64,1990-04-04,,,,,,,,,,,0.0,0.54,0.4986973245517015,0.0,,0.005954771528057879
65,1990-04-05,,,,,,,,,,,0.0,0.55,0.5046547960428759,0.0,,0.005958834725568568
66,1990-04-06,,,,,,,,,,,0.0,0.54,0.5106163108202277,0.0,,0.0059628571977927165
67,1990-04-09,,,,,,,,,,,0.0,0.5,0.5165818281539242,0.0,,0.005966838944730325
68,1990-04-10,,,,,,,,,,,0.0,0.54,0.5225513073141324,0.0,,0.0059707799663813906
69,1990-04-11,,,,,,,,,,,0.0,0.6,0.5285247075710195,0.0,,0.005974680262745917
70,1990-04-12,,,,,,,,,,,0.0,0.62,0.5345019881947531,0.0,,0.005978539833823901
71,1990-04-16,,,,,,,,,,,0.0,0.67,0.5404831084555002,0.0,,0.005982358679615347
72,1990-04-17,,,,,,,,,,,0.0,0.74,0.5464680276234277,0.0,,0.005986136800120248
73,1990-04-18,,,,,,,,,,,0.0,0.77,0.5524567049687032,0.0,,0.005989874195338611
74,1990-04-19,,,,,,,,,,,0.0,0.8,0.5584490997614938,0.0,,0.0059935708652704344
75,1990-04-20,,,,,,,,,,,0.0,0.99,0.5644451712719668,0.0,,0.005997226809915712
76,1990-04-23,,,,,,,,,,,0.0,0.98,0.5704448787702893,0.0,,0.006000842029274454
77,1990-04-24,,,,,,,,,,,0.0,0.97,0.5764481815266285,0.0,,0.006004416523346651
78,1990-04-25,,,,,,,,,,,0.0,0.94,0.5824550388111515,0.0,,0.006007950292132309
79,1990-04-26,,,,,,,,,,,0.0,0.98,0.5884654098940258,0.0,,0.006011443335631426
80,1990-04-27,,,,,,,,,,,0.0,1.0,0.5944792540454183,0.0,,0.0060148956538440025
81,1990-04-30,,,,,,,,,,,0.0,0.96,0.6004965305354968,0.0,,0.006018307246770038
82,1990-05-01,,,,,,,,,,,0.0,0.89,0.6065171986344278,0.0,,0.006021678114409533
83,1990-05-02,,,,,,,,,,,0.0,0.92,0.6125412176123788,0.0,,0.006025008256762486
84,1990-05-03,,,,,,,,,,,0.0,0.88,0.618568546739517,0.0,,0.0060282976738289
85,1990-05-04,,,,,,,,,,,0.0,0.82,0.6245991452860096,0.0,,0.006031546365608772
86,1990-05-07,,,,,,,,,,,0.0,0.77,0.630632972522024,0.0,,0.0060347543321021034
87,1990-05-08,,,,,,,,,,,0.0,0.77,0.636669987717727,0.0,,0.006037921573308892
88,1990-05-09,,,,,,,,,,,0.0,0.87,0.6427101501432863,0.0,,0.006041048089229143
89,1990-05-10,,,,,,,,,,,0.0,0.85,0.6487534190688687,0.0,,0.00604413387986285
90,1990-05-11,,,,,,,,,,,0.0,0.76,0.6547997537646417,0.0,,0.00604717894521002
91,1990-05-14,,,,,,,,,,,0.0,0.71,0.6608491135007724,0.0,,0.0060501832852706446
92,1990-05-15,,,,,,,,,,,0.0,0.74,0.6669014575474278,0.0,,0.00605314690004473
93,1990-05-16,,,,,,,,,,,0.0,0.75,0.6729567451747753,0.0,,0.006056069789532275
94,1990-05-17,,,,,,,,,,,0.0,0.75,0.6790149356529825,0.0,,0.0060589519537332815
95,1990-05-18,,,,,,,,,,,0.0,0.74,0.685075988252216,0.0,,0.006061793392647744
96,1990-05-21,,,,,,,,,,,0.0,0.72,0.6911398622426435,0.0,,0.006064594106275665
97,1990-05-22,,,,,,,,,,,0.0,0.66,0.6972065168944316,0.0,,0.006067354094617049
98,1990-05-23,,,,,,,,,,,0.0,0.69,0.7032759114777482,0.0,,0.006070073357671889
99,1990-05-24,,,,,,,,,,,0.0,0.68,0.7093480052627599,0.0,,0.0060727518954401885
100,1990-05-25,,,,,,,,,,,0.0,0.67,0.7154227575196342,0.0,,0.006075389707921948
101,1990-05-29,,,,,,,,,,,0.0,0.64,0.7215001275185382,0.0,,0.0060779867951171644
102,1990-05-30,,,,,,,,,,,0.0,0.58,0.7275800745296399,0.0,,0.006080543157025843
103,1990-05-31,,,,,,,,,,,0.0,0.58,0.7336625578231052,0.0,,0.00608305879364798
104,1990-06-01,,,,,,,,,,,0.0,0.49,0.739747536669102,0.0,,0.006085533704983576
105,1990-06-04,,,,,,,,,,,0.0,0.47,0.7458349703377976,0.0,,0.006087967891032631
106,1990-06-05,,,,,,,,,,,0.0,0.51,0.751924818099359,0.0,,0.006090361351795144
107,1990-06-06,,,,,,,,,,,0.0,0.5,0.7580170392239536,0.0,,0.006092714087271116
108,1990-06-07,,,,,,,,,,,0.0,0.5,0.7641115929817481,0.0,,0.006095026097460548
109,1990-06-08,,,,,,,,,,,0.0,0.5,0.7702084386429107,0.0,,0.006097297382363441
110,1990-06-11,,,,,,,,,,,0.0,0.49,0.7763075354776076,0.0,,0.006099527941979791
111,1990-06-12,,,,,,,,,,,0.0,0.49,0.7824088427560064,0.0,,0.0061017177763096
112,1990-06-13,,,,,,,,,,,0.0,0.47,0.7885123197482745,0.0,,0.006103866885352869
113,1990-06-14,,,,,,,,,,,0.0,0.46,0.7946179257245788,0.0,,0.006105975269109595
114,1990-06-15,,,,,,,,,,,0.0,0.51,0.8007256199550871,0.0,,0.006108042927579784
115,1990-06-18,,,,,,,,,,,0.0,0.57,0.8068353617099656,0.0,,0.006110069860763429
116,1990-06-19,,,,,,,,,,,0.0,0.5,0.8129471102593822,0.0,,0.006112056068660535
117,1990-06-20,,,,,,,,,,,0.0,0.52,0.8190608248735042,0.0,,0.006114001551271098
118,1990-06-21,,,,,,,,,,,0.0,0.49,0.8251764648224985,0.0,,0.0061159063085951225
119,1990-06-22,,,,,,,,,,,0.0,0.47,0.8312939893765325,0.0,,0.006117770340632605
120,1990-06-25,,,,,,,,,,,0.0,0.52,0.8374133578057732,0.0,,0.0061195936473835465
121,1990-06-26,,,,,,,,,,,0.0,0.49,0.843534529380388,0.0,,0.006121376228847949
122,1990-06-27,,,,,,,,,,,0.0,0.46,0.8496574633705439,0.0,,0.006123118085025809
123,1990-06-28,,,,,,,,,,,0.0,0.47,0.8557821190464084,0.0,,0.006124819215917129
124,1990-06-29,,,,,,,,,,,0.0,0.42,0.8619084556781487,0.0,,0.006126479621521907
125,1990-07-02,,,,,,,,,,,0.0,0.42,0.8680364325359318,0.0,,0.006128099301840143
126,1990-07-03,,,,,,,,,,,0.0,0.44,0.8741660088899248,0.0,,0.006129678256871841
127,1990-07-05,,,,,,,,,,,0.0,0.5,0.8802971440102952,0.0,,0.006131216486616995
128,1990-07-06,,,,,,,,,,,0.0,0.5,0.8864297971672103,0.0,,0.00613271399107561
129,1990-07-09,,,,,,,,,,,0.0,0.5,0.8925639276308369,0.0,,0.006134170770247684
130,1990-07-10,,,,,,,,,,,0.0,0.5,0.8986994946713424,0.0,,0.006135586824133217
131,1990-07-11,,,,,,,,,,,0.0,0.51,0.9048364575588943,0.0,,0.00613696215273221
132,1990-07-12,,,,,,,,,,,0.0,0.55,0.9109747755636594,0.0,,0.006138296756044661
133,1990-07-13,,,,,,,,,,,0.0,0.59,0.9171144079558051,0.0,,0.006139590634070573
134,1990-07-16,,,,,,,,,,,0.0,0.57,0.9232553140054984,0.0,,0.00614084378680994
135,1990-07-17,,,,,,,,,,,0.0,0.56,0.9293974529829073,0.0,,0.0061420562142627715
136,1990-07-18,,,,,,,,,,,0.0,0.7,0.935540784158198,0.0,,0.006143227916429058
137,1990-07-19,,,,,,,,,,,0.0,0.71,0.9416852668015381,0.0,,0.006144358893308806
138,1990-07-20,,,,,,,,,,,0.0,0.69,0.947830860183095,0.0,,0.006145449144902012
139,1990-07-23,,,,,,,,,,,0.0,0.75,0.9539775235730354,0.0,,0.006146498671208677
140,1990-07-24,,,,,,,,,,,0.0,0.74,0.9601252162415271,0.0,,0.006147507472228802
141,1990-07-25,,,,,,,,,,,0.0,0.68,0.9662738974587368,0.0,,0.006148475547962384
142,1990-07-26,,,,,,,,,,,0.0,0.66,0.9724235264948327,0.0,,0.00614940289840943
143,1990-07-27,,,,,,,,,,,0.0,0.65,0.9785740626199806,0.0,,0.006150289523569931
144,1990-07-30,,,,,,,,,,,0.0,0.59,0.9847254651043483,0.0,,0.0061511354234438905
145,1990-07-31,,,,,,,,,,,0.0,0.61,0.9908776932181036,0.0,,0.006151940598031312
146,1990-08-01,,,,,,,,,,,1.0,0.61,0.9970307062314131,0.0,beg,0.006152705047332189
147,1990-08-02,,,,,,,,,,,1.0,0.73,1.0031844634144444,1.0,,0.006153428771346532
148,1990-08-03,,,,,,,,,,,1.0,0.91,1.0093389240373638,1.0,,0.006154111770074327
149,1990-08-06,,,,,,,,,,,1.0,1.17,1.0154940473703395,1.0,,0.006154754043515584
150,1990-08-07,,,,,,,,,,,1.0,1.16,1.0216497926835382,1.0,,0.0061553555916703
151,1990-08-08,,,,,,,,,,,1.0,1.14,1.0278061192471273,1.0,,0.006155916414538475
152,1990-08-09,,,,,,,,,,,1.0,1.0,1.0339629863312745,1.0,,0.00615643651212011
153,1990-08-10,,,,,,,,,,,1.0,1.04,1.040120353206146,1.0,,0.006156915884415202
154,1990-08-13,,,,,,,,,,,1.0,1.05,1.0462781791419098,1.0,,0.006157354531423754
155,1990-08-14,,,,,,,,,,,1.0,0.98,1.0524364234087324,1.0,,0.006157752453145766
156,1990-08-15,,,,,,,,,,,1.0,0.94,1.058595045276782,1.0,,0.006158109649581238
157,1990-08-16,,,,,,,,,,,1.0,1.02,1.0647540040162249,1.0,,0.006158426120730167
158,1990-08-17,,,,,,,,,,,1.0,1.08,1.0709132588972285,1.0,,0.0061587018665925555
159,1990-08-20,,,,,,,,,,,1.0,1.04,1.0770727691899606,1.0,,0.006158936887168405
160,1990-08-21,,,,,,,,,,,1.0,1.0,1.0832324941645877,1.0,,0.00615913118245771
161,1990-08-22,,,,,,,,,,,1.0,1.06,1.0893923930912779,1.0,,0.006159284752460479
162,1990-08-23,,,,,,,,,,,1.0,1.21,1.095552425240197,1.0,,0.006159397597176704
163,1990-08-24,,,,,,,,,,,1.0,1.31,1.101712549881513,1.0,,0.006159469716606389
164,1990-08-27,,,,,,,,,,,1.0,1.12,1.1078727262853938,1.0,,0.006159501110749532
165,1990-08-28,,,,,,,,,,,1.0,1.2,1.1140329137220053,1.0,,0.0061594917796061344
166,1990-08-29,,,,,,,,,,,1.0,1.12,1.1201930714615158,1.0,,0.006159441723176198
167,1990-08-30,,,,,,,,,,,1.0,1.15,1.1263531587740918,1.0,,0.006159350941459719
168,1990-08-31,,,,,,,,,,,1.0,1.22,1.1325131349299011,1.0,,0.006159219434456699
169,1990-09-04,,,,,,,,,,,1.0,1.26,1.1386729591991105,1.0,,0.006159047202167138
170,1990-09-05,,,,,,,,,,,1.0,1.24,1.1448325908518868,1.0,,0.006158834244591036
171,1990-09-06,,,,,,,,,,,1.0,1.21,1.1509919891583982,1.0,,0.006158580561728394
172,1990-09-07,,,,,,,,,,,1.0,1.18,1.157151113388811,1.0,,0.006158286153579211
173,1990-09-10,,,,,,,,,,,1.0,1.17,1.163309922813293,1.0,,0.006157951020143487
174,1990-09-11,,,,,,,,,,,1.0,1.16,1.1694683767020115,1.0,,0.006157575161421222
175,1990-09-12,,,,,,,,,,,1.0,1.21,1.1756264343251337,1.0,,0.006157158577412417
176,1990-09-13,,,,,,,,,,,1.0,1.23,1.181784054952826,1.0,,0.006156701268117071
177,1990-09-14,,,,,,,,,,,1.0,1.27,1.1879411978552565,1.0,,0.0061562032335351815
178,1990-09-17,,,,,,,,,,,1.0,1.29,1.1940978223025922,1.0,,0.006155664473666755
179,1990-09-18,,,,,,,,,,,1.0,1.29,1.2002538875649995,1.0,,0.006155084988511785
180,1990-09-19,,,,,,,,,,,1.0,1.24,1.2064093529126472,1.0,,0.006154464778070277
181,1990-09-20,,,,,,,,,,,1.0,1.28,1.212564177615701,1.0,,0.006153803842342224
182,1990-09-21,,,,,,,,,,,1.0,1.39,1.218718320944329,1.0,,0.006153102181327633
183,1990-09-24,,,,,,,,,,,1.0,1.4,1.2248717421686983,1.0,,0.006152359795026503
184,1990-09-25,,,,,,,,,,,1.0,1.42,1.2310244005589757,1.0,,0.006151576683438827
185,1990-09-26,,,,,,,,,,,1.0,1.42,1.237176255385329,1.0,,0.006150752846564613
186,1990-09-27,,,,,,,,,,,1.0,1.44,1.2433272659179246,1.0,,0.006149888284403857
187,1990-09-28,,,,,,,,,,,1.0,1.45,1.2494773914269304,1.0,,0.0061489829969565615
188,1990-10-01,,,,,,,,,,,1.0,1.34,1.2556265911825135,1.0,,0.006148036984222723
189,1990-10-02,,,,,,,,,,,1.0,1.27,1.261774824454841,1.0,,0.006147050246202348
190,1990-10-03,,,,,,,,,,,1.0,1.33,1.26792205051408,1.0,,0.006146022782895428
191,1990-10-04,,,,,,,,,,,1.0,1.3,1.274068228630398,1.0,,0.006144954594301971
192,1990-10-05,,,,,,,,,,,1.0,1.38,1.2802133180739619,1.0,,0.006143845680421969
193,1990-10-09,,,,,,,,,,,1.0,1.42,1.286357278114939,1.0,,0.006142696041255428
194,1990-10-10,,,,,,,,,,,1.0,1.45,1.2925000680234968,1.0,,0.006141505676802348
195,1990-10-11,,,,,,,,,,,1.0,1.57,1.2986416470698021,1.0,,0.0061402745870627225
196,1990-10-12,,,,,,,,,,,1.0,1.46,1.3047819745240223,1.0,,0.00613900277203656
197,1990-10-15,,,,,,,,,,,1.0,1.4,1.3109210096563249,1.0,,0.006137690231723854
198,1990-10-16,,,,,,,,,,,1.0,1.39,1.3170587117368766,1.0,,0.0061363369661246074
199,1990-10-17,,,,,,,,,,,1.0,1.31,1.3231950400358452,1.0,,0.006134942975238825
200,1990-10-18,,,,,,,,,,,1.0,1.22,1.3293299538233967,1.0,,0.006133508259066494
201,1990-10-19,,,,,,,,,,,1.0,1.13,1.3354634123697002,1.0,,0.006132032817607628
202,1990-10-22,,,,,,,,,,,1.0,1.16,1.3415953749449208,1.0,,0.006130516650862217
203,1990-10-23,,,,,,,,,,,1.0,1.2,1.3477258008192272,1.0,,0.006128959758830268
204,1990-10-24,,,,,,,,,,,1.0,1.2,1.3538546492627868,1.0,,0.006127362141511778
205,1990-10-25,,,,,,,,,,,1.0,1.2,1.3599818795457654,1.0,,0.006125723798906748
206,1990-10-26,,,,,,,,,,,1.0,1.27,1.3661074509383313,1.0,,0.006124044731015174
207,1990-10-29,,,,,,,,,,,1.0,1.31,1.3722313227106515,1.0,,0.006122324937837061
208,1990-10-30,,,,,,,,,,,1.0,1.32,1.3783534541328932,1.0,,0.006120564419372407
209,1990-10-31,,,,,,,,,,,1.0,1.31,1.3844738044752234,1.0,,0.006118763175621212
210,1990-11-01,,,,,,,,,,,1.0,1.29,1.3905923330078094,1.0,,0.006116921206583476
211,1990-11-02,,,,,,,,,,,1.0,1.26,1.3967089990008184,1.0,,0.0061150385122592
212,1990-11-05,,,,,,,,,,,1.0,1.19,1.4028237617244177,1.0,,0.006113115092648382
213,1990-11-06,,,,,,,,,,,1.0,1.21,1.4089365804487748,1.0,,0.006111150947751024
214,1990-11-07,,,,,,,,,,,1.0,1.25,1.4150474144440568,1.0,,0.006109146077567124
215,1990-11-08,,,,,,,,,,,1.0,1.25,1.4211562229804298,1.0,,0.006107100482096683
216,1990-11-09,,,,,,,,,,,1.0,1.22,1.427262965328063,1.0,,0.006105014161339703
217,1990-11-13,,,,,,,,,,,1.0,1.09,1.4333676007571219,1.0,,0.006102887115296181
218,1990-11-14,,,,,,,,,,,1.0,1.05,1.4394700885377745,1.0,,0.006100719343966119
219,1990-11-15,,,,,,,,,,,1.0,1.04,1.4455703879401873,1.0,,0.006098510847349515
220,1990-11-16,,,,,,,,,,,1.0,0.99,1.451668458234529,1.0,,0.0060962616254463696
221,1990-11-19,,,,,,,,,,,1.0,1.01,1.4577642586909654,1.0,,0.006093971678256685
222,1990-11-20,,,,,,,,,,,1.0,0.99,1.4638577485796642,1.0,,0.0060916410057804595
223,1990-11-21,,,,,,,,,,,1.0,1.0,1.4699488871707929,1.0,,0.006089269608017692
224,1990-11-23,,,,,,,,,,,1.0,1.02,1.4760376337345185,1.0,,0.006086857484968383
225,1990-11-26,,,,,,,,,,,1.0,1.0,1.4821239475410073,1.0,,0.0060844046366325365
226,1990-11-27,,,,,,,,,,,1.0,1.0,1.4882077878604276,1.0,,0.006081911063010145
227,1990-11-28,,,,,,,,,,,1.0,1.01,1.4942891139629473,1.0,,0.006079376764101215
228,1990-11-29,,,,,,,,,,,1.0,1.06,1.5003678851187319,1.0,,0.006076801739905744
229,1990-11-30,,,,,,,,,,,1.0,1.01,1.5064440605979494,1.0,,0.006074185990423732
230,1990-12-03,,,,,,,,,,,1.0,0.94,1.5125175996707672,1.0,,0.006071529515655178
231,1990-12-04,,,,,,,,,,,1.0,0.95,1.5185884616073522,1.0,,0.006068832315600085
232,1990-12-05,,,,,,,,,,,1.0,0.92,1.5246566056778714,1.0,,0.006066094390258451
233,1990-12-06,,,,,,,,,,,1.0,0.96,1.5307219911524927,1.0,,0.006063315739630273
234,1990-12-07,,,,,,,,,,,1.0,0.92,1.5367845773013828,1.0,,0.006060496363715557
235,1990-12-10,,,,,,,,,,,1.0,0.91,1.542844323394709,1.0,,0.0060576362625143
236,1990-12-11,,,,,,,,,,,1.0,0.88,1.5489011887026387,1.0,,0.0060547354360265
237,1990-12-12,,,,,,,,,,,1.0,0.91,1.5549551324953388,1.0,,0.006051793884252162
238,1990-12-13,,,,,,,,,,,1.0,0.93,1.561006114042977,1.0,,0.006048811607191282
239,1990-12-14,,,,,,,,,,,1.0,0.99,1.5670540926157197,1.0,,0.0060457886048438615
240,1990-12-17,,,,,,,,,,,1.0,1.0,1.5730990274837346,1.0,,0.006042724877209899
241,1990-12-18,,,,,,,,,,,1.0,1.04,1.5791408779171898,1.0,,0.006039620424289399
242,1990-12-19,,,,,,,,,,,1.0,1.17,1.5851796031862508,1.0,,0.006036475246082354
243,1990-12-20,,,,,,,,,,,1.0,1.3,1.5912151625610857,1.0,,0.006033289342588769
244,1990-12-21,,,,,,,,,,,1.0,1.31,1.597247515311862,1.0,,0.006030062713808644
245,1990-12-24,,,,,,,,,,,1.0,1.46,1.6032766207087463,1.0,,0.006026795359741978
246,1990-12-26,,,,,,,,,,,1.0,1.47,1.6093024380219063,1.0,,0.006023487280388773
247,1990-12-27,,,,,,,,,,,1.0,1.43,1.6153249265215088,1.0,,0.006020138475749025
248,1990-12-28,,,,,,,,,,,1.0,1.5,1.6213440454777213,1.0,,0.006016748945822736
249,1990-12-31,,,,,,,,,,,1.0,1.45,1.6273597541607105,1.0,,0.006013318690609905
250,1991-01-02,,,,,,,,,,,1.0,1.3,1.6333720118406445,1.0,,0.006009847710110535
251,1991-01-03,,,,,,,,,,,1.0,1.29,1.6393807777876903,1.0,,0.006006336004324625
252,1991-01-04,,,,,,,,,,,1.0,1.28,1.6453860112720142,1.0,,0.006002783573252172
253,1991-01-07,,,,,,,,,,,1.0,1.42,1.651387671563784,1.0,,0.005999190416893179
254,1991-01-08,,,,,,,,,,,1.0,1.52,1.6573857179331675,1.0,,0.005995556535247645
255,1991-01-09,,,,,,,,,,,1.0,1.8,1.6633801096503311,1.0,,0.00599188192831557
256,1991-01-10,,,,,,,,,,,1.0,1.75,1.6693708059854422,1.0,,0.005988166596096954
257,1991-01-11,,,,,,,,,,,1.0,1.85,1.6753577662086685,1.0,,0.0059844105385918
258,1991-01-14,,,,,,,,,,,1.0,1.99,1.681340949590176,1.0,,0.005980613755800102
259,1991-01-15,,,,,,,,,,,1.0,1.99,1.6873203154001337,1.0,,0.005976776247721864
260,1991-01-16,,,,,,,,,,,1.0,2.02,1.6932958229087067,1.0,,0.005972898014357084
261,1991-01-17,,,,,,,,,,,1.0,1.75,1.6992674313860645,1.0,,0.005968979055705766
262,1991-01-18,,,,,,,,,,,1.0,1.78,1.7052351001023727,1.0,,0.005965019371767905
263,1991-01-22,,,,,,,,,,,1.0,1.83,1.7111987883277986,1.0,,0.005961018962543502
264,1991-01-23,,,,,,,,,,,1.0,1.71,1.71715845533251,1.0,,0.0059569778280325605
265,1991-01-24,,,,,,,,,,,1.0,1.69,1.7231140603866746,1.0,,0.005952895968235077
266,1991-01-25,,,,,,,,,,,1.0,1.71,1.7290655627604579,1.0,,0.0059487733831510535
267,1991-01-28,,,,,,,,,,,1.0,1.62,1.7350129217240284,1.0,,0.005944610072780486
268,1991-01-29,,,,,,,,,,,1.0,1.61,1.740956096547553,1.0,,0.005940406037123381
269,1991-01-30,,,,,,,,,,,1.0,1.66,1.7468950465011994,1.0,,0.005936161276179735
270,1991-01-31,,,,,,,,,,,1.0,1.65,1.7528297308551342,1.0,,0.005931875789949548
271,1991-02-01,,,,,,,,,,,1.0,1.74,1.7587601088795246,1.0,,0.00592754957843282
272,1991-02-04,,,,,,,,,,,1.0,1.72,1.7646861398445375,1.0,,0.005923182641629549
273,1991-02-05,,,,,,,,,,,1.0,1.69,1.7706077830203413,1.0,,0.00591877497953974
274,1991-02-06,,,,,,,,,,,1.0,1.71,1.7765249976771023,1.0,,0.00591432659216339
275,1991-02-07,,,,,,,,,,,1.0,1.71,1.7824377430849876,1.0,,0.005909837479500497
276,1991-02-08,,,,,,,,,,,1.0,1.67,1.788345978514165,1.0,,0.0059053076415510625
